"id_pedido","data_pedido","status","valor_total","id_cliente"
2655,2021-01-09 00:00:00.000,Concluído,666.20,335
2656,2022-06-29 00:00:00.000,Cancelado,62.85,3134
2657,2021-04-30 00:00:00.000,Cancelado,97.83,7791
2658,2023-06-17 00:00:00.000,Concluído,604.10,4226
2659,2023-07-19 00:00:00.000,Cancelado,957.01,4066
2660,2023-09-18 00:00:00.000,Concluído,684.70,3597
2661,2020-06-22 00:00:00.000,Pendente,749.31,5562
2662,2020-09-13 00:00:00.000,Concluído,625.39,8332
2663,2020-04-30 00:00:00.000,Concluído,452.94,103
2664,2021-08-08 00:00:00.000,Concluído,646.16,5625
2665,2020-11-02 00:00:00.000,Processando,158.71,3531
2666,2020-08-13 00:00:00.000,Cancelado,781.51,3261
2667,2021-05-18 00:00:00.000,Pendente,265.73,8290
2668,2020-11-20 00:00:00.000,Processando,960.83,4527
2669,2021-06-28 00:00:00.000,Cancelado,344.60,5405
2670,2023-03-20 00:00:00.000,Processando,806.97,6917
2671,2023-08-18 00:00:00.000,Cancelado,74.58,2023
2672,2021-03-14 00:00:00.000,Cancelado,343.08,3105
2673,2022-07-21 00:00:00.000,Cancelado,315.35,6995
2674,2021-09-26 00:00:00.000,Pendente,182.24,1656
2675,2021-11-20 00:00:00.000,Concluído,941.30,5102
2676,2022-10-12 00:00:00.000,Cancelado,409.32,4908
2677,2021-07-14 00:00:00.000,Pendente,181.95,259
2678,2021-05-13 00:00:00.000,Pendente,623.52,6943
2679,2021-02-05 00:00:00.000,Processando,517.53,4495
2680,2023-06-02 00:00:00.000,Processando,809.52,8061
2681,2020-05-31 00:00:00.000,Cancelado,126.25,8061
2682,2023-01-14 00:00:00.000,Processando,266.79,3699
2683,2020-11-18 00:00:00.000,Concluído,486.56,3139
2684,2023-07-28 00:00:00.000,Processando,722.41,6952
2685,2023-07-15 00:00:00.000,Concluído,443.61,4712
2686,2020-09-21 00:00:00.000,Processando,98.23,9660
2687,2023-02-20 00:00:00.000,Cancelado,699.11,3094
2688,2021-08-16 00:00:00.000,Processando,458.73,5521
2689,2022-07-31 00:00:00.000,Pendente,143.15,8444
2690,2022-11-12 00:00:00.000,Cancelado,881.21,3694
2691,2023-06-11 00:00:00.000,Processando,850.18,2808
2692,2020-08-23 00:00:00.000,Processando,584.35,9039
2693,2021-02-09 00:00:00.000,Concluído,262.61,8107
2694,2022-09-11 00:00:00.000,Processando,835.42,4512
2695,2022-09-05 00:00:00.000,Processando,974.03,1326
2696,2020-09-09 00:00:00.000,Concluído,828.43,9867
2697,2022-10-29 00:00:00.000,Concluído,735.32,6032
2698,2023-11-18 00:00:00.000,Processando,308.77,9687
2699,2023-03-03 00:00:00.000,Pendente,234.94,7934
2700,2021-12-06 00:00:00.000,Concluído,572.29,7521
2701,2021-09-05 00:00:00.000,Processando,274.78,6627
2702,2022-12-10 00:00:00.000,Cancelado,759.93,2899
2703,2021-06-28 00:00:00.000,Cancelado,571.02,2520
2704,2021-02-02 00:00:00.000,Concluído,545.19,2354
2705,2022-07-31 00:00:00.000,Cancelado,784.59,1346
2706,2020-11-17 00:00:00.000,Pendente,375.05,7304
2707,2023-08-29 00:00:00.000,Processando,432.01,9713
2708,2022-07-14 00:00:00.000,Processando,39.27,9325
2709,2020-05-02 00:00:00.000,Cancelado,399.17,4660
2710,2021-02-09 00:00:00.000,Processando,892.04,9087
2711,2023-01-23 00:00:00.000,Processando,883.10,544
2712,2021-05-01 00:00:00.000,Concluído,410.39,6591
2713,2023-07-20 00:00:00.000,Concluído,986.35,964
2714,2021-03-20 00:00:00.000,Pendente,134.66,5149
2715,2022-06-25 00:00:00.000,Pendente,288.99,461
2716,2022-03-07 00:00:00.000,Pendente,593.44,5964
2717,2021-04-01 00:00:00.000,Pendente,553.67,84
2718,2020-12-02 00:00:00.000,Cancelado,293.02,5691
2719,2020-03-17 00:00:00.000,Cancelado,331.44,1719
2720,2023-09-20 00:00:00.000,Pendente,213.21,3287
2721,2022-06-18 00:00:00.000,Processando,215.84,6442
2722,2020-09-17 00:00:00.000,Pendente,425.48,3778
2723,2023-03-07 00:00:00.000,Processando,376.53,8617
2724,2020-02-17 00:00:00.000,Cancelado,288.70,3298
2725,2020-01-25 00:00:00.000,Pendente,122.84,3080
2726,2023-04-14 00:00:00.000,Cancelado,804.51,638
2727,2021-08-29 00:00:00.000,Concluído,596.08,4043
2728,2023-10-04 00:00:00.000,Pendente,916.29,5101
2729,2022-01-07 00:00:00.000,Cancelado,959.40,5547
2730,2023-01-23 00:00:00.000,Cancelado,669.44,7024
2731,2023-07-08 00:00:00.000,Concluído,175.74,2852
2732,2021-05-18 00:00:00.000,Concluído,910.37,1604
2733,2020-10-14 00:00:00.000,Processando,210.22,5407
2734,2023-10-02 00:00:00.000,Pendente,128.44,993
2735,2020-12-22 00:00:00.000,Processando,838.18,9390
2736,2022-12-12 00:00:00.000,Pendente,139.53,5196
2737,2020-06-16 00:00:00.000,Cancelado,843.59,8252
2738,2021-09-06 00:00:00.000,Processando,247.72,2889
2739,2022-04-11 00:00:00.000,Pendente,66.39,2518
2740,2022-09-30 00:00:00.000,Cancelado,805.96,2525
2741,2022-10-18 00:00:00.000,Processando,717.48,6682
2742,2022-12-28 00:00:00.000,Pendente,773.78,2607
2743,2020-10-14 00:00:00.000,Processando,213.00,6004
2744,2023-02-09 00:00:00.000,Cancelado,90.61,9972
2745,2020-01-10 00:00:00.000,Processando,545.40,6952
2746,2023-12-18 00:00:00.000,Pendente,999.65,8443
2747,2022-12-04 00:00:00.000,Pendente,381.84,9125
2748,2023-06-29 00:00:00.000,Pendente,832.98,1340
2749,2020-02-09 00:00:00.000,Cancelado,445.24,9922
2750,2023-10-15 00:00:00.000,Concluído,430.56,7678
2751,2021-01-23 00:00:00.000,Concluído,162.39,4109
2752,2023-12-28 00:00:00.000,Cancelado,376.66,4356
2753,2020-05-17 00:00:00.000,Cancelado,982.92,6684
2754,2023-02-24 00:00:00.000,Processando,128.87,3948
2755,2023-09-22 00:00:00.000,Processando,169.10,2550
2756,2021-04-27 00:00:00.000,Cancelado,829.28,935
2757,2023-11-20 00:00:00.000,Processando,182.12,7296
2758,2023-07-07 00:00:00.000,Pendente,89.80,3636
2759,2020-09-25 00:00:00.000,Pendente,995.80,597
2760,2021-06-01 00:00:00.000,Processando,811.17,8039
2761,2022-05-22 00:00:00.000,Processando,217.65,6341
2762,2020-12-10 00:00:00.000,Cancelado,964.37,7205
2763,2021-11-23 00:00:00.000,Concluído,965.87,420
2764,2020-07-13 00:00:00.000,Pendente,93.68,9480
2765,2023-10-17 00:00:00.000,Concluído,908.12,739
2766,2020-10-15 00:00:00.000,Processando,380.35,5570
2767,2020-10-02 00:00:00.000,Cancelado,160.28,2049
2768,2020-04-01 00:00:00.000,Processando,64.61,2870
2769,2023-04-01 00:00:00.000,Pendente,599.20,5794
2770,2023-07-04 00:00:00.000,Processando,36.41,2282
2771,2020-06-28 00:00:00.000,Cancelado,417.56,3904
2772,2021-01-29 00:00:00.000,Pendente,269.31,1612
2773,2020-12-25 00:00:00.000,Concluído,355.75,1485
2774,2020-12-05 00:00:00.000,Processando,238.12,2283
2775,2023-03-11 00:00:00.000,Cancelado,141.45,6339
2776,2022-10-19 00:00:00.000,Concluído,252.17,3819
2777,2021-03-24 00:00:00.000,Concluído,144.24,6994
2778,2021-10-02 00:00:00.000,Pendente,191.66,889
2779,2023-08-14 00:00:00.000,Pendente,708.42,4846
2780,2022-06-29 00:00:00.000,Pendente,119.35,1697
2781,2020-05-03 00:00:00.000,Cancelado,121.52,1322
2782,2021-10-12 00:00:00.000,Pendente,255.58,227
2783,2020-02-29 00:00:00.000,Cancelado,266.05,9152
2784,2022-02-28 00:00:00.000,Cancelado,515.04,1651
2785,2023-06-22 00:00:00.000,Cancelado,503.65,5885
2786,2020-09-16 00:00:00.000,Cancelado,793.44,8221
2787,2022-07-29 00:00:00.000,Processando,72.42,9636
2788,2022-12-12 00:00:00.000,Concluído,449.64,851
2789,2020-08-18 00:00:00.000,Cancelado,631.11,4294
2790,2020-02-14 00:00:00.000,Concluído,44.75,1290
2791,2022-03-23 00:00:00.000,Concluído,430.38,3344
2792,2020-08-14 00:00:00.000,Concluído,266.27,5719
2793,2023-06-27 00:00:00.000,Processando,829.32,277
2794,2023-07-14 00:00:00.000,Pendente,164.15,3693
2795,2023-12-12 00:00:00.000,Concluído,536.37,6571
2796,2022-05-11 00:00:00.000,Concluído,759.32,8497
2797,2020-10-09 00:00:00.000,Processando,14.52,2546
2798,2020-07-16 00:00:00.000,Concluído,421.03,1289
2799,2023-09-25 00:00:00.000,Processando,410.99,9946
2800,2021-01-02 00:00:00.000,Concluído,741.54,2159
2801,2020-02-22 00:00:00.000,Processando,227.70,6539
2802,2023-10-18 00:00:00.000,Pendente,596.64,8012
2803,2020-05-13 00:00:00.000,Concluído,949.07,2708
2804,2023-09-28 00:00:00.000,Concluído,78.61,8433
2805,2022-02-08 00:00:00.000,Processando,994.28,8349
2806,2020-03-14 00:00:00.000,Concluído,359.91,7002
2807,2023-09-27 00:00:00.000,Cancelado,188.61,9475
2808,2021-06-28 00:00:00.000,Pendente,90.27,9633
2809,2023-01-18 00:00:00.000,Concluído,187.52,4689
2810,2022-10-31 00:00:00.000,Processando,985.79,2674
2811,2023-12-16 00:00:00.000,Processando,658.99,6537
2812,2022-02-19 00:00:00.000,Pendente,247.82,3334
2813,2023-10-27 00:00:00.000,Cancelado,505.04,1126
2814,2023-12-29 00:00:00.000,Processando,831.08,8600
2815,2021-05-11 00:00:00.000,Pendente,520.17,8918
2816,2020-12-07 00:00:00.000,Processando,869.00,7827
2817,2022-01-03 00:00:00.000,Processando,961.19,2893
2818,2021-05-04 00:00:00.000,Pendente,330.07,8645
2819,2023-03-28 00:00:00.000,Concluído,849.39,8984
2820,2020-03-07 00:00:00.000,Concluído,185.19,337
2821,2023-03-24 00:00:00.000,Pendente,739.65,9862
2822,2021-10-14 00:00:00.000,Pendente,279.25,7147
2823,2020-05-30 00:00:00.000,Pendente,171.78,9808
2824,2021-05-26 00:00:00.000,Processando,127.09,96
2825,2023-08-22 00:00:00.000,Cancelado,688.18,6591
2826,2020-09-21 00:00:00.000,Cancelado,496.74,220
2827,2023-02-25 00:00:00.000,Cancelado,139.28,1118
2828,2023-06-22 00:00:00.000,Processando,299.38,5600
2829,2020-11-20 00:00:00.000,Processando,702.24,5007
2830,2020-07-23 00:00:00.000,Processando,545.60,7026
2831,2023-12-12 00:00:00.000,Concluído,852.14,4753
2832,2023-07-27 00:00:00.000,Concluído,666.31,9054
2833,2021-03-23 00:00:00.000,Cancelado,421.87,7123
2834,2023-01-09 00:00:00.000,Pendente,196.29,4989
2835,2021-04-14 00:00:00.000,Concluído,837.10,2944
2836,2020-01-25 00:00:00.000,Processando,29.86,3255
2837,2021-08-20 00:00:00.000,Concluído,282.24,2212
2838,2023-09-17 00:00:00.000,Processando,217.93,5217
2839,2022-11-28 00:00:00.000,Cancelado,282.88,3510
2840,2023-06-06 00:00:00.000,Concluído,919.99,5742
2841,2020-03-04 00:00:00.000,Cancelado,369.45,8198
2842,2023-07-05 00:00:00.000,Pendente,977.00,3628
2843,2022-05-24 00:00:00.000,Cancelado,928.49,2503
2844,2020-11-01 00:00:00.000,Concluído,789.22,5099
2845,2022-09-11 00:00:00.000,Concluído,777.10,5521
2846,2022-09-02 00:00:00.000,Processando,276.57,2034
2847,2023-06-17 00:00:00.000,Pendente,80.21,7594
2848,2022-11-16 00:00:00.000,Pendente,810.60,4984
2849,2020-02-14 00:00:00.000,Processando,796.38,5240
2850,2021-10-10 00:00:00.000,Processando,264.26,7819
2851,2023-12-27 00:00:00.000,Cancelado,524.96,4685
2852,2020-06-08 00:00:00.000,Processando,315.66,7617
2853,2021-11-16 00:00:00.000,Cancelado,206.37,3713
2854,2022-04-02 00:00:00.000,Processando,423.90,415
2855,2021-01-24 00:00:00.000,Processando,472.05,6222
2856,2020-06-20 00:00:00.000,Processando,947.15,9976
2857,2021-06-29 00:00:00.000,Processando,729.85,1880
2858,2020-04-08 00:00:00.000,Pendente,957.27,5065
2859,2020-01-08 00:00:00.000,Concluído,280.98,2739
2860,2023-01-03 00:00:00.000,Cancelado,65.52,1401
2861,2022-02-10 00:00:00.000,Cancelado,682.36,862
2862,2020-12-30 00:00:00.000,Pendente,300.88,396
2863,2020-06-11 00:00:00.000,Pendente,964.88,7183
2864,2022-06-06 00:00:00.000,Concluído,203.93,4633
2865,2023-03-18 00:00:00.000,Pendente,43.06,5933
2866,2020-02-06 00:00:00.000,Pendente,378.15,5342
2867,2022-08-12 00:00:00.000,Cancelado,213.45,8358
2868,2021-11-10 00:00:00.000,Pendente,387.99,4537
2869,2021-03-01 00:00:00.000,Pendente,491.66,550
2870,2021-12-03 00:00:00.000,Pendente,419.41,2239
2871,2022-12-10 00:00:00.000,Pendente,627.05,2657
2872,2021-03-29 00:00:00.000,Processando,372.88,7904
2873,2021-12-20 00:00:00.000,Cancelado,883.87,2935
2874,2021-05-21 00:00:00.000,Processando,277.27,168
2875,2022-06-21 00:00:00.000,Pendente,744.64,5453
2876,2022-05-22 00:00:00.000,Concluído,809.20,8925
2877,2020-07-11 00:00:00.000,Cancelado,757.45,4125
2878,2020-03-23 00:00:00.000,Concluído,283.06,4457
2879,2023-01-21 00:00:00.000,Concluído,718.82,6067
2880,2021-06-26 00:00:00.000,Concluído,295.14,7239
2881,2020-01-04 00:00:00.000,Cancelado,706.15,2503
2882,2023-03-30 00:00:00.000,Processando,897.72,6510
2883,2020-05-23 00:00:00.000,Concluído,340.50,5108
2884,2021-11-05 00:00:00.000,Processando,13.53,8892
2885,2022-02-02 00:00:00.000,Pendente,422.71,1954
2886,2021-03-14 00:00:00.000,Processando,988.52,7604
2887,2023-10-07 00:00:00.000,Pendente,154.23,1150
2888,2021-03-30 00:00:00.000,Processando,252.37,2468
2889,2021-04-02 00:00:00.000,Pendente,372.27,2326
2890,2021-02-24 00:00:00.000,Processando,323.21,5520
2891,2023-05-16 00:00:00.000,Processando,105.83,6296
2892,2020-02-05 00:00:00.000,Cancelado,691.56,5551
2893,2022-02-28 00:00:00.000,Processando,164.09,2557
2894,2022-09-05 00:00:00.000,Cancelado,557.54,9604
2895,2022-05-29 00:00:00.000,Concluído,618.30,9338
2896,2022-03-13 00:00:00.000,Pendente,424.33,5598
2897,2021-02-15 00:00:00.000,Cancelado,260.32,1511
2898,2022-03-25 00:00:00.000,Concluído,492.16,1569
2899,2022-10-22 00:00:00.000,Pendente,331.01,7235
2900,2023-05-26 00:00:00.000,Pendente,770.54,5816
2901,2023-04-02 00:00:00.000,Pendente,711.21,9850
2902,2021-02-02 00:00:00.000,Cancelado,806.60,7037
2903,2021-05-01 00:00:00.000,Pendente,182.35,5585
2904,2020-09-08 00:00:00.000,Cancelado,968.39,16
2905,2023-02-13 00:00:00.000,Concluído,600.65,2566
2906,2023-01-10 00:00:00.000,Processando,912.70,1772
2907,2020-09-29 00:00:00.000,Cancelado,21.14,9565
2908,2022-08-07 00:00:00.000,Pendente,425.22,8012
2909,2022-08-23 00:00:00.000,Processando,691.17,9090
2910,2022-04-02 00:00:00.000,Pendente,242.52,249
2911,2021-03-23 00:00:00.000,Processando,365.50,6115
2912,2023-10-09 00:00:00.000,Concluído,534.52,9865
2913,2020-01-18 00:00:00.000,Processando,243.73,3671
2914,2023-01-27 00:00:00.000,Processando,147.04,7939
2915,2023-08-26 00:00:00.000,Concluído,243.84,9235
2916,2022-11-10 00:00:00.000,Concluído,805.01,8320
2917,2021-08-27 00:00:00.000,Pendente,956.52,7410
2918,2020-03-08 00:00:00.000,Pendente,714.06,357
2919,2020-09-09 00:00:00.000,Concluído,59.58,5091
2920,2022-06-23 00:00:00.000,Processando,953.88,8158
2921,2021-05-13 00:00:00.000,Cancelado,756.52,4219
2922,2021-04-18 00:00:00.000,Processando,484.72,6829
2923,2022-01-01 00:00:00.000,Cancelado,691.35,4479
2924,2022-12-15 00:00:00.000,Processando,41.61,5986
2925,2020-03-27 00:00:00.000,Concluído,185.76,2352
2926,2021-04-08 00:00:00.000,Cancelado,634.56,7104
2927,2020-06-04 00:00:00.000,Processando,872.52,4277
2928,2021-08-10 00:00:00.000,Cancelado,734.13,7784
2929,2022-02-18 00:00:00.000,Processando,16.00,6933
2930,2021-06-30 00:00:00.000,Concluído,974.39,7523
2931,2022-08-29 00:00:00.000,Pendente,94.06,5844
2932,2021-05-26 00:00:00.000,Cancelado,780.62,18
2933,2020-04-22 00:00:00.000,Concluído,357.59,8786
2934,2021-12-15 00:00:00.000,Pendente,834.02,2604
2935,2022-10-14 00:00:00.000,Pendente,856.35,1334
2936,2020-06-13 00:00:00.000,Pendente,294.92,7289
2937,2023-04-14 00:00:00.000,Concluído,723.61,3771
2938,2022-06-22 00:00:00.000,Pendente,962.09,5016
2939,2022-12-31 00:00:00.000,Processando,109.45,3986
2940,2020-07-09 00:00:00.000,Cancelado,960.10,1544
2941,2023-06-30 00:00:00.000,Cancelado,361.81,5204
2942,2022-04-17 00:00:00.000,Processando,901.55,1941
2943,2022-07-28 00:00:00.000,Cancelado,857.87,2503
2944,2023-09-16 00:00:00.000,Processando,530.55,1018
2945,2020-08-15 00:00:00.000,Processando,752.70,413
2946,2021-11-09 00:00:00.000,Cancelado,25.78,1729
2947,2023-09-02 00:00:00.000,Pendente,202.80,286
2948,2023-01-02 00:00:00.000,Pendente,132.59,2455
2949,2023-11-30 00:00:00.000,Cancelado,580.11,8118
2950,2021-11-23 00:00:00.000,Pendente,503.23,4008
2951,2020-08-21 00:00:00.000,Processando,24.76,5353
2952,2020-05-12 00:00:00.000,Concluído,781.21,1697
2953,2020-06-07 00:00:00.000,Concluído,174.27,3954
2954,2020-02-06 00:00:00.000,Processando,61.46,7160
2955,2023-04-30 00:00:00.000,Concluído,666.56,7317
2956,2021-03-11 00:00:00.000,Cancelado,176.53,5416
2957,2023-09-21 00:00:00.000,Processando,663.54,6368
2958,2023-12-15 00:00:00.000,Concluído,762.81,425
2959,2021-09-10 00:00:00.000,Concluído,747.71,4420
2960,2022-08-02 00:00:00.000,Pendente,28.07,2297
2961,2022-02-11 00:00:00.000,Cancelado,742.37,7601
2962,2022-01-29 00:00:00.000,Concluído,870.02,595
2963,2023-04-10 00:00:00.000,Concluído,426.24,6653
2964,2022-08-04 00:00:00.000,Cancelado,662.01,4905
2965,2022-05-04 00:00:00.000,Concluído,138.42,8778
2966,2023-11-26 00:00:00.000,Cancelado,821.93,425
2967,2023-03-26 00:00:00.000,Pendente,246.14,520
2968,2023-11-05 00:00:00.000,Pendente,577.59,4890
2969,2020-09-02 00:00:00.000,Processando,749.77,9195
2970,2020-02-13 00:00:00.000,Pendente,712.73,3279
2971,2020-09-15 00:00:00.000,Pendente,86.26,1634
2972,2020-10-19 00:00:00.000,Concluído,433.11,4998
2973,2020-03-28 00:00:00.000,Cancelado,434.35,6715
2974,2021-04-15 00:00:00.000,Pendente,327.99,7756
2975,2020-05-11 00:00:00.000,Concluído,380.75,9317
2976,2020-03-19 00:00:00.000,Processando,246.96,8718
2977,2023-08-02 00:00:00.000,Processando,887.50,8769
2978,2022-10-10 00:00:00.000,Processando,784.59,7305
2979,2021-09-30 00:00:00.000,Concluído,552.53,9090
2980,2021-07-08 00:00:00.000,Cancelado,205.60,8322
2981,2023-06-23 00:00:00.000,Processando,331.58,7534
2982,2021-12-03 00:00:00.000,Cancelado,329.15,3929
2983,2020-11-04 00:00:00.000,Cancelado,933.13,5875
2984,2023-01-31 00:00:00.000,Processando,714.43,6562
2985,2021-12-03 00:00:00.000,Concluído,11.61,1342
2986,2020-10-15 00:00:00.000,Concluído,802.10,706
2987,2023-11-12 00:00:00.000,Cancelado,976.17,614
2988,2022-05-16 00:00:00.000,Concluído,436.44,5194
2989,2022-06-03 00:00:00.000,Concluído,240.30,4884
2990,2021-03-31 00:00:00.000,Concluído,694.68,9316
2991,2022-03-09 00:00:00.000,Cancelado,895.45,9321
2992,2021-10-16 00:00:00.000,Cancelado,749.15,823
2993,2023-11-12 00:00:00.000,Pendente,739.83,8408
2994,2022-04-15 00:00:00.000,Cancelado,782.10,2994
2995,2022-12-02 00:00:00.000,Concluído,49.43,3553
2996,2022-01-07 00:00:00.000,Concluído,501.35,5923
2997,2022-08-07 00:00:00.000,Cancelado,438.93,1382
2998,2023-01-05 00:00:00.000,Concluído,865.19,2285
2999,2020-04-11 00:00:00.000,Processando,259.73,6642
3000,2020-01-16 00:00:00.000,Cancelado,23.34,91
3001,2022-09-25 00:00:00.000,Cancelado,18.40,1812
3002,2023-06-04 00:00:00.000,Concluído,381.18,9320
3003,2023-04-20 00:00:00.000,Cancelado,342.54,9744
3004,2021-07-12 00:00:00.000,Cancelado,550.94,7409
3005,2022-05-30 00:00:00.000,Pendente,663.35,5494
3006,2021-02-08 00:00:00.000,Processando,216.69,5602
3007,2020-05-28 00:00:00.000,Concluído,393.12,6502
3008,2022-03-25 00:00:00.000,Cancelado,803.38,6619
3009,2022-02-11 00:00:00.000,Concluído,622.93,1163
3010,2021-02-19 00:00:00.000,Cancelado,215.91,1091
3011,2023-11-03 00:00:00.000,Cancelado,572.33,7482
3012,2023-11-04 00:00:00.000,Cancelado,568.07,4626
3013,2020-01-01 00:00:00.000,Concluído,938.49,5349
3014,2023-07-06 00:00:00.000,Pendente,748.52,1935
3015,2023-01-27 00:00:00.000,Pendente,193.88,5573
3016,2023-04-14 00:00:00.000,Pendente,27.08,6846
3017,2021-03-11 00:00:00.000,Cancelado,169.11,536
3018,2023-09-17 00:00:00.000,Concluído,553.14,6188
3019,2022-08-15 00:00:00.000,Pendente,620.95,9581
3020,2020-01-04 00:00:00.000,Processando,254.86,121
3021,2022-10-02 00:00:00.000,Cancelado,920.07,7617
3022,2021-03-13 00:00:00.000,Concluído,252.95,9693
3023,2022-08-23 00:00:00.000,Concluído,111.75,2500
3024,2021-03-04 00:00:00.000,Cancelado,779.30,6592
3025,2022-08-07 00:00:00.000,Pendente,93.90,9309
3026,2022-02-01 00:00:00.000,Pendente,501.00,3761
3027,2021-01-20 00:00:00.000,Cancelado,223.29,7344
3028,2020-02-14 00:00:00.000,Processando,314.11,8070
3029,2020-10-16 00:00:00.000,Processando,824.52,5936
3030,2022-08-01 00:00:00.000,Processando,377.48,982
3031,2022-03-27 00:00:00.000,Cancelado,142.09,3301
3032,2022-05-29 00:00:00.000,Processando,23.82,9308
3033,2023-04-25 00:00:00.000,Cancelado,514.92,7089
3034,2021-11-13 00:00:00.000,Processando,848.39,5174
3035,2023-11-22 00:00:00.000,Pendente,458.86,7646
3036,2023-06-06 00:00:00.000,Pendente,183.20,7704
3037,2023-03-23 00:00:00.000,Cancelado,89.88,4252
3038,2022-07-18 00:00:00.000,Pendente,499.81,2197
3039,2022-06-18 00:00:00.000,Concluído,624.45,6455
3040,2021-03-04 00:00:00.000,Cancelado,680.89,3741
3041,2023-12-06 00:00:00.000,Concluído,725.31,6232
3042,2020-10-02 00:00:00.000,Concluído,43.87,1316
3043,2021-01-29 00:00:00.000,Processando,615.23,7998
3044,2022-02-06 00:00:00.000,Cancelado,140.25,2003
3045,2021-11-12 00:00:00.000,Pendente,318.21,6539
3046,2023-02-16 00:00:00.000,Cancelado,867.74,7698
3047,2022-09-29 00:00:00.000,Concluído,871.03,6023
3048,2021-11-16 00:00:00.000,Processando,646.93,3
3049,2023-04-15 00:00:00.000,Processando,452.62,2020
3050,2020-04-18 00:00:00.000,Cancelado,291.55,4123
3051,2020-05-27 00:00:00.000,Processando,816.01,6385
3052,2023-01-22 00:00:00.000,Concluído,667.85,7878
3053,2020-03-22 00:00:00.000,Cancelado,105.69,9441
3054,2023-01-26 00:00:00.000,Concluído,834.14,6045
3055,2020-06-04 00:00:00.000,Pendente,824.10,5270
3056,2022-03-27 00:00:00.000,Concluído,645.52,4246
3057,2023-11-03 00:00:00.000,Processando,629.50,4394
3058,2021-08-20 00:00:00.000,Processando,401.49,6896
3059,2021-01-24 00:00:00.000,Pendente,358.67,5743
3060,2020-02-02 00:00:00.000,Concluído,854.75,5663
3061,2022-01-30 00:00:00.000,Cancelado,15.94,2613
3062,2020-12-31 00:00:00.000,Cancelado,945.46,4164
3063,2021-10-12 00:00:00.000,Processando,490.25,2764
3064,2022-04-06 00:00:00.000,Pendente,549.33,2680
3065,2022-10-30 00:00:00.000,Cancelado,123.73,6749
3066,2022-10-20 00:00:00.000,Processando,973.64,5902
3067,2023-12-19 00:00:00.000,Pendente,761.21,9494
3068,2022-10-24 00:00:00.000,Concluído,67.71,417
3069,2021-03-26 00:00:00.000,Processando,280.27,6249
3070,2023-05-09 00:00:00.000,Processando,210.48,705
3071,2021-12-18 00:00:00.000,Pendente,705.71,7591
3072,2020-02-27 00:00:00.000,Concluído,537.73,2966
3073,2020-10-01 00:00:00.000,Processando,11.10,7309
3074,2020-03-18 00:00:00.000,Processando,905.23,1266
3075,2023-01-12 00:00:00.000,Processando,447.18,5149
3076,2022-10-16 00:00:00.000,Cancelado,533.29,1069
3077,2020-12-15 00:00:00.000,Cancelado,433.62,8075
3078,2020-12-10 00:00:00.000,Pendente,956.28,1145
3079,2023-11-11 00:00:00.000,Cancelado,130.79,8180
3080,2022-02-19 00:00:00.000,Cancelado,325.30,9557
3081,2020-05-13 00:00:00.000,Cancelado,552.58,6710
3082,2021-11-18 00:00:00.000,Processando,14.47,1528
3083,2021-03-24 00:00:00.000,Processando,28.57,3511
3084,2020-08-02 00:00:00.000,Pendente,291.51,6386
3085,2022-07-08 00:00:00.000,Cancelado,470.53,2775
3086,2021-12-04 00:00:00.000,Pendente,966.66,9824
3087,2023-04-09 00:00:00.000,Processando,672.39,1895
3088,2021-09-22 00:00:00.000,Pendente,956.36,1516
3089,2021-08-20 00:00:00.000,Concluído,977.34,3267
3090,2020-01-27 00:00:00.000,Pendente,15.53,7898
3091,2022-12-04 00:00:00.000,Cancelado,197.14,7892
3092,2021-07-04 00:00:00.000,Concluído,821.22,4740
3093,2020-07-30 00:00:00.000,Cancelado,58.20,4776
3094,2020-12-26 00:00:00.000,Processando,744.89,3302
3095,2021-10-25 00:00:00.000,Pendente,445.15,975
3096,2022-06-25 00:00:00.000,Pendente,84.53,7793
3097,2020-05-13 00:00:00.000,Cancelado,821.24,4132
3098,2022-05-14 00:00:00.000,Processando,799.66,9338
3099,2021-06-27 00:00:00.000,Concluído,69.53,7686
3100,2021-11-10 00:00:00.000,Pendente,289.51,1022
3101,2023-01-02 00:00:00.000,Concluído,586.04,9375
3102,2020-03-28 00:00:00.000,Concluído,582.29,8026
3103,2023-10-20 00:00:00.000,Pendente,240.21,1555
3104,2020-06-11 00:00:00.000,Processando,572.93,2836
3105,2021-11-10 00:00:00.000,Concluído,409.20,4820
3106,2023-04-01 00:00:00.000,Concluído,593.44,8183
3107,2022-04-09 00:00:00.000,Concluído,710.41,6389
3108,2021-01-26 00:00:00.000,Cancelado,782.94,2612
3109,2023-04-10 00:00:00.000,Processando,702.45,1007
3110,2020-08-08 00:00:00.000,Processando,320.70,8264
3111,2022-11-13 00:00:00.000,Pendente,382.96,3274
3112,2020-08-24 00:00:00.000,Processando,865.53,9938
3113,2023-07-09 00:00:00.000,Processando,110.19,8078
3114,2020-07-01 00:00:00.000,Pendente,652.71,4410
3115,2021-10-28 00:00:00.000,Processando,314.95,7588
3116,2023-12-10 00:00:00.000,Processando,835.80,1966
3117,2023-02-20 00:00:00.000,Pendente,584.60,1230
3118,2022-09-23 00:00:00.000,Cancelado,16.31,1445
3119,2022-12-23 00:00:00.000,Cancelado,16.33,4680
3120,2023-06-14 00:00:00.000,Pendente,703.75,2946
3121,2022-10-17 00:00:00.000,Cancelado,839.81,1184
