"id_pagamento","data_pagamento","valor_pago","metodo_pagamento","id_pedido"
2829,2023-12-20,947.45,Cartão de Crédito,2145
2830,2020-03-23,793.39,PayPal,7683
2831,2020-03-23,250.28,Pix,6794
2832,2020-07-10,401.28,Cartão de Crédito,3277
2833,2020-04-12,771.95,Pix,941
2834,2023-06-21,364.16,Pix,9102
2835,2020-03-26,702.11,Boleto,7396
2836,2021-08-24,279.75,PayPal,698
2837,2022-10-05,985.99,Boleto,1523
2838,2020-05-08,332.94,PayPal,4788
2839,2021-04-10,709.05,PayPal,8519
2840,2020-03-28,734.84,Pix,5541
2841,2020-06-15,438.31,Boleto,2917
2842,2021-09-28,383.66,PayPal,2712
2843,2021-10-02,417.05,Pix,2307
2844,2022-06-30,319.74,PayPal,7685
2845,2023-04-26,959.26,Cartão de Crédito,7133
2846,2020-09-12,67.49,PayPal,6067
2847,2021-06-05,289.34,Cartão de Crédito,4585
2848,2023-12-29,91.02,Boleto,3910
2849,2020-09-21,475.99,Boleto,3188
2850,2020-07-25,552.81,Pix,1225
2851,2022-04-16,42.54,Cartão de Crédito,1652
2852,2021-07-28,257.76,Boleto,4066
2853,2023-01-16,62.81,Cartão de Crédito,2838
2854,2023-06-19,199.91,Cartão de Crédito,3826
2855,2021-03-20,20.85,Cartão de Crédito,1255
2856,2020-07-05,731.01,PayPal,6740
2857,2022-01-08,775.29,Cartão de Crédito,3773
2858,2021-02-20,368.48,Cartão de Crédito,3686
2859,2021-11-05,192.4,Cartão de Crédito,1914
2860,2021-11-27,429.86,PayPal,3502
2861,2022-08-08,324.99,PayPal,4439
2862,2021-12-10,143.57,Boleto,7841
2863,2023-03-30,193.78,Boleto,2322
2864,2021-01-19,882.02,Boleto,5274
2865,2023-05-21,464.09,PayPal,6298
2866,2022-12-31,255.45,PayPal,8119
2867,2021-01-09,987.93,Pix,1038
2868,2022-09-28,506.9,Pix,2057
2869,2020-12-18,70.93,PayPal,5525
2870,2021-12-23,656.94,PayPal,582
2871,2022-12-20,473.5,PayPal,4525
2872,2022-09-18,194.94,Boleto,5747
2873,2022-09-29,702.2,PayPal,8578
2874,2023-11-14,277.38,PayPal,9893
2875,2021-01-08,409.2,PayPal,4745
2876,2020-05-23,759.77,Boleto,894
2877,2022-09-13,305.31,Boleto,6543
2878,2022-12-17,381.9,Pix,7861
2879,2021-05-16,639.26,Cartão de Crédito,2679
2880,2021-12-09,407.83,PayPal,4087
2881,2020-06-27,500.56,Pix,1263
2882,2020-06-22,398.82,Boleto,3367
2883,2021-09-26,757.13,Boleto,787
2884,2023-01-31,297.0,Pix,2931
2885,2021-01-14,400.92,Boleto,4247
2886,2021-10-14,81.23,Boleto,6611
2887,2023-01-22,966.91,Boleto,9286
2888,2022-07-01,249.86,PayPal,6664
2889,2021-08-25,64.04,Cartão de Crédito,1312
2890,2022-05-17,257.51,Cartão de Crédito,9795
2891,2021-02-10,544.69,PayPal,1375
2892,2021-12-24,775.83,Cartão de Crédito,1426
2893,2023-11-22,763.1,Cartão de Crédito,6263
2894,2022-06-04,717.43,PayPal,6773
2895,2021-05-26,755.9,Pix,3238
2896,2021-04-09,410.46,PayPal,5754
2897,2020-05-22,205.84,Cartão de Crédito,3478
2898,2021-03-02,603.87,Boleto,5626
2899,2021-12-24,718.48,PayPal,2997
2900,2020-05-24,838.45,Boleto,8009
2901,2020-09-01,800.54,Pix,3810
2902,2023-02-25,233.17,Cartão de Crédito,884
2903,2021-07-08,674.57,Boleto,2620
2904,2023-08-11,608.15,Boleto,1805
2905,2022-01-28,906.6,Pix,4633
2906,2022-12-08,255.76,PayPal,9650
2907,2023-05-28,803.02,Pix,2145
2908,2020-03-27,715.51,Pix,4804
2909,2022-05-03,830.43,PayPal,6641
2910,2023-12-18,456.4,Cartão de Crédito,2856
2911,2020-02-15,975.6,PayPal,5914
2912,2023-07-22,693.4,Pix,3428
2913,2021-01-19,623.0,Pix,511
2914,2022-05-14,537.21,Cartão de Crédito,3354
2915,2023-12-15,84.77,Boleto,5013
2916,2022-12-06,214.56,Cartão de Crédito,5767
2917,2021-11-08,26.81,PayPal,2056
2918,2021-06-27,153.26,PayPal,4794
2919,2021-06-16,718.52,Cartão de Crédito,5275
2920,2021-01-09,601.99,Boleto,8137
2921,2021-11-29,767.51,PayPal,5838
2922,2022-02-26,812.7,PayPal,1952
2923,2021-12-11,503.85,PayPal,6323
2924,2020-01-27,441.45,Boleto,1616
2925,2020-01-07,283.17,Pix,7692
2926,2022-11-08,356.06,Pix,5013
2927,2023-09-27,15.42,Cartão de Crédito,4886
2928,2023-12-05,463.57,Pix,7246
2929,2023-07-21,843.84,Pix,4194
2930,2023-12-26,683.65,Boleto,1585
2931,2020-02-17,229.54,Pix,7284
2932,2023-11-29,65.4,Boleto,6952
2933,2021-12-20,821.19,Boleto,9312
2934,2022-08-23,507.73,PayPal,4135
2935,2023-10-17,657.12,Pix,2365
2936,2023-07-06,960.17,PayPal,4823
2937,2021-09-19,318.69,Pix,3706
2938,2022-02-12,317.59,Cartão de Crédito,8113
2939,2020-08-04,230.36,Boleto,1519
2940,2022-09-07,455.38,PayPal,2713
2941,2020-07-16,767.5,Pix,9651
2942,2022-02-25,947.82,PayPal,7129
2943,2022-03-11,279.84,Cartão de Crédito,3460
2944,2022-10-30,192.63,Boleto,8368
2945,2023-05-15,348.84,PayPal,1764
2946,2021-08-01,908.75,Pix,4768
2947,2023-10-23,468.99,PayPal,6773
2948,2020-09-30,662.45,PayPal,8461
2949,2021-07-10,331.48,PayPal,5151
2950,2023-12-10,323.72,Boleto,9765
2951,2021-04-28,554.96,Pix,2597
2952,2023-07-02,548.12,PayPal,1591
2953,2023-06-26,300.71,PayPal,9235
2954,2020-10-13,81.77,Cartão de Crédito,8157
2955,2023-10-17,37.78,Cartão de Crédito,2411
2956,2023-01-25,120.89,PayPal,9202
2957,2021-05-14,864.4,Boleto,417
2958,2022-08-22,20.26,Cartão de Crédito,7182
2959,2021-08-13,547.12,PayPal,1660
2960,2021-06-19,854.52,Boleto,6823
2961,2023-11-05,663.44,Pix,4177
2962,2023-07-27,720.66,Cartão de Crédito,3666
2963,2022-11-06,457.12,Cartão de Crédito,6927
2964,2022-02-26,156.63,Boleto,1535
2965,2021-02-28,568.18,Boleto,2770
2966,2020-03-25,880.35,PayPal,9488
2967,2020-02-16,540.67,Cartão de Crédito,331
2968,2022-12-11,240.08,Cartão de Crédito,6226
2969,2020-11-06,200.96,Pix,1664
2970,2022-06-13,81.03,Pix,9028
2971,2020-09-07,26.95,Boleto,1159
2972,2020-12-31,180.64,PayPal,3544
2973,2022-09-23,737.81,Pix,2960
2974,2022-04-11,890.63,Cartão de Crédito,6573
2975,2023-11-01,495.09,PayPal,8442
2976,2020-12-08,792.25,PayPal,4694
2977,2021-01-23,959.3,Pix,2940
2978,2022-04-03,780.06,Boleto,8842
2979,2020-11-26,614.68,PayPal,7324
2980,2023-01-25,517.99,Pix,380
2981,2021-05-07,148.93,Pix,523
2982,2023-11-03,22.14,PayPal,8352
2983,2023-08-10,489.73,Boleto,1915
2984,2022-01-31,85.04,Boleto,4314
2985,2021-03-30,827.86,Pix,77
2986,2023-11-09,45.39,Boleto,8382
2987,2020-11-15,959.59,Boleto,9568
2988,2020-12-29,124.97,Boleto,6896
2989,2023-05-21,946.14,Pix,6550
2990,2020-08-17,57.75,Pix,3373
2991,2020-08-24,558.82,Boleto,9177
2992,2023-01-18,882.71,PayPal,7053
2993,2021-04-18,344.18,Boleto,1112
2994,2022-10-15,521.6,PayPal,5448
2995,2021-11-13,730.03,Pix,2842
2996,2020-02-07,623.0,Boleto,7620
2997,2020-09-04,798.46,Pix,208
2998,2023-07-01,664.42,Pix,926
2999,2021-05-25,660.54,Cartão de Crédito,3900
3000,2022-09-10,340.61,Cartão de Crédito,2799
3001,2023-11-14,39.46,Boleto,1568
3002,2020-01-13,655.34,Cartão de Crédito,2258
3003,2021-11-13,740.22,Boleto,5598
3004,2020-12-08,484.27,Cartão de Crédito,8767
3005,2021-03-19,793.25,Pix,2577
3006,2020-02-06,158.56,PayPal,1720
3007,2022-10-23,892.39,Boleto,5224
3008,2021-01-28,57.37,PayPal,32
3009,2023-11-10,797.73,Pix,7815
3010,2020-07-12,247.24,PayPal,9041
3011,2023-01-06,507.44,Cartão de Crédito,2042
3012,2021-08-12,448.02,Boleto,6311
3013,2022-08-28,696.13,Boleto,4532
3014,2021-07-19,10.05,Boleto,715
3015,2020-12-23,881.43,Cartão de Crédito,1573
3016,2022-04-19,672.89,PayPal,1116
3017,2023-11-29,60.83,PayPal,4447
3018,2023-01-21,371.02,Pix,28
3019,2023-06-11,656.9,Pix,4206
3020,2022-01-09,686.89,Pix,1776
3021,2023-03-19,637.37,Boleto,9455
3022,2020-12-12,297.8,PayPal,1404
3023,2020-07-14,138.23,Boleto,9367
3024,2023-08-06,105.03,PayPal,5363
3025,2023-06-13,208.82,Boleto,4484
3026,2023-06-29,620.7,Pix,8684
3027,2021-11-24,131.09,Boleto,8800
3028,2022-03-12,125.38,Cartão de Crédito,9557
3029,2021-02-12,555.79,Boleto,9404
3030,2020-10-29,430.77,Cartão de Crédito,1721
3031,2020-12-05,697.96,Pix,3175
3032,2020-05-13,185.36,Cartão de Crédito,3249
3033,2022-11-22,889.57,Pix,77
3034,2021-10-24,880.46,Cartão de Crédito,4386
3035,2023-08-30,218.04,Pix,1809
3036,2022-09-15,513.21,Cartão de Crédito,2428
3037,2021-07-31,308.53,Boleto,9969
3038,2022-07-07,662.42,Cartão de Crédito,4133
3039,2023-01-20,332.63,PayPal,126
3040,2021-09-15,821.5,Boleto,2706
3041,2021-10-07,524.44,Boleto,5814
3042,2020-09-19,413.3,Boleto,3305
3043,2021-08-10,752.01,Cartão de Crédito,4950
3044,2022-09-04,152.13,Cartão de Crédito,9369
3045,2021-06-19,981.37,Cartão de Crédito,4848
3046,2021-09-29,588.17,Boleto,9130
3047,2023-01-06,664.62,Pix,460
3048,2022-02-01,144.81,Pix,8044
3049,2020-09-19,193.96,Cartão de Crédito,4810
3050,2021-08-25,894.49,Pix,2165
3051,2023-09-03,893.47,Pix,8625
3052,2020-03-22,958.06,Cartão de Crédito,4239
3053,2021-06-18,943.23,PayPal,1268
3054,2022-04-08,626.26,Cartão de Crédito,1050
3055,2022-01-28,19.02,Boleto,1001
3056,2020-09-17,767.35,PayPal,9243
3057,2020-07-14,849.17,PayPal,3506
3058,2022-01-16,698.21,Boleto,7366
3059,2022-11-27,757.06,PayPal,7214
3060,2020-08-29,165.81,Cartão de Crédito,3883
3061,2022-05-09,513.52,Pix,2998
3062,2023-07-24,595.01,Boleto,1184
3063,2023-07-16,220.72,PayPal,3627
3064,2022-09-04,765.97,PayPal,6705
3065,2023-04-12,733.73,Cartão de Crédito,1033
3066,2022-03-23,900.69,Boleto,6372
3067,2023-10-04,129.28,Boleto,5376
3068,2022-05-29,935.52,Cartão de Crédito,4808
3069,2021-03-01,490.5,Boleto,4831
3070,2022-03-12,736.37,Boleto,5423
3071,2023-08-20,472.98,Boleto,6087
3072,2021-03-30,397.66,PayPal,3793
3073,2021-05-07,107.69,PayPal,1453
3074,2020-05-11,20.07,Boleto,2364
3075,2022-01-26,56.34,Cartão de Crédito,5014
3076,2020-12-07,146.64,PayPal,9477
3077,2020-04-26,464.85,Boleto,9566
3078,2023-07-24,191.64,Cartão de Crédito,4054
3079,2021-07-29,475.44,Pix,5379
3080,2021-09-04,726.33,Boleto,5496
3081,2023-04-14,511.82,Cartão de Crédito,8708
3082,2020-04-15,939.63,PayPal,1529
3083,2023-07-03,522.23,PayPal,1952
3084,2021-11-03,66.47,Boleto,4806
3085,2021-08-13,114.74,Pix,9628
3086,2023-06-05,61.59,Boleto,140
3087,2022-12-14,604.44,PayPal,4187
3088,2021-11-01,92.17,Pix,1125
3089,2021-06-11,713.62,Cartão de Crédito,5432
3090,2023-08-27,422.22,Boleto,3169
3091,2021-10-14,71.71,Pix,7441
3092,2023-01-20,338.48,Boleto,4515
3093,2020-03-18,289.88,PayPal,5085
3094,2023-04-22,700.63,PayPal,4093
3095,2020-05-23,214.94,PayPal,979
3096,2020-08-18,575.08,Cartão de Crédito,3111
3097,2020-07-30,588.28,PayPal,4473
3098,2023-02-02,71.22,Cartão de Crédito,3743
3099,2020-01-13,563.74,Cartão de Crédito,321
3100,2022-10-24,839.45,Cartão de Crédito,8915
3101,2021-12-14,181.43,Pix,9943
3102,2021-05-04,536.1,PayPal,5394
3103,2022-08-10,860.18,PayPal,9050
3104,2020-03-14,292.37,Boleto,5856
3105,2021-01-03,311.39,Cartão de Crédito,7302
3106,2021-02-28,143.18,Boleto,1042
3107,2023-10-05,989.33,PayPal,3569
3108,2020-11-19,647.94,Cartão de Crédito,1432
3109,2020-07-16,392.23,PayPal,9539
3110,2023-04-09,13.29,Pix,2310
3111,2023-08-12,237.42,Boleto,9292
3112,2023-02-09,908.45,Pix,4314
3113,2023-02-02,946.73,Pix,5026
3114,2022-08-05,112.86,Pix,6015
3115,2021-04-10,924.43,Pix,4272
3116,2022-03-22,692.87,Pix,494
3117,2023-01-12,702.12,PayPal,4841
3118,2021-04-10,95.92,PayPal,1387
3119,2023-03-20,581.73,PayPal,7922
3120,2021-09-09,83.93,PayPal,1636
3121,2022-12-10,472.67,Boleto,5064
3122,2022-02-05,803.27,Pix,5468
3123,2021-09-02,662.68,Pix,5187
3124,2023-12-18,116.76,Boleto,2955
3125,2023-05-19,287.86,Cartão de Crédito,1523
3126,2022-08-04,347.69,Pix,9886
3127,2020-04-08,95.3,Boleto,8732
3128,2021-07-13,757.53,Cartão de Crédito,5569
3129,2020-11-24,894.45,Pix,1274
3130,2020-01-26,414.27,Pix,6916
3131,2022-03-18,116.11,Cartão de Crédito,9332
3132,2023-03-02,36.99,Boleto,2121
3133,2023-09-01,586.79,PayPal,8555
3134,2020-03-28,292.42,Cartão de Crédito,9588
3135,2022-02-02,57.21,Pix,3509
3136,2020-08-20,54.48,PayPal,4674
3137,2023-12-26,144.35,Cartão de Crédito,6619
3138,2023-10-15,359.16,PayPal,813
3139,2021-08-22,230.9,Pix,4601
3140,2022-10-18,48.58,Cartão de Crédito,592
3141,2020-11-11,327.45,Pix,5619
3142,2021-02-01,573.24,PayPal,8739
3143,2021-01-18,605.73,Boleto,9107
3144,2023-09-13,512.61,Pix,9042
3145,2021-06-07,856.35,Boleto,7081
3146,2022-07-13,141.39,Cartão de Crédito,2497
3147,2023-02-07,518.57,Cartão de Crédito,601
3148,2022-05-20,431.27,PayPal,5100
3149,2021-12-25,688.91,PayPal,9066
3150,2022-01-02,372.1,Cartão de Crédito,7831
3151,2020-10-21,369.39,PayPal,8638
3152,2023-08-02,109.14,Boleto,8648
3153,2022-05-20,61.61,Cartão de Crédito,4445
3154,2020-02-11,691.64,Pix,3240
3155,2020-03-21,222.62,Pix,8324
3156,2023-05-30,890.01,PayPal,5955
3157,2022-09-07,394.34,Cartão de Crédito,9245
3158,2020-04-16,567.22,PayPal,3557
3159,2020-10-10,677.15,Cartão de Crédito,7352
3160,2022-07-25,711.62,Pix,6726
3161,2021-10-04,845.54,PayPal,5471
3162,2023-08-11,996.54,Pix,8135
3163,2023-10-10,249.3,PayPal,7976
3164,2022-12-27,743.18,PayPal,734
3165,2023-09-05,583.41,PayPal,1699
3166,2021-10-16,387.25,Pix,6620
3167,2020-08-15,605.16,Pix,9470
3168,2022-12-24,816.27,PayPal,9819
3169,2020-05-28,730.82,Cartão de Crédito,6993
3170,2022-07-07,167.59,Boleto,468
3171,2020-11-05,511.91,PayPal,8396
3172,2020-07-28,194.63,Cartão de Crédito,1858
3173,2021-12-24,395.08,Boleto,9606
3174,2021-04-16,703.34,Cartão de Crédito,5128
3175,2021-04-30,890.16,Cartão de Crédito,2310
3176,2021-07-19,46.41,PayPal,2502
3177,2021-12-13,137.11,PayPal,7695
3178,2020-05-12,521.61,Boleto,4224
3179,2022-12-16,267.38,Pix,711
3180,2020-10-04,570.17,Cartão de Crédito,2451
3181,2021-01-16,42.82,Pix,5467
3182,2022-03-04,72.64,Cartão de Crédito,3379
3183,2020-04-26,648.4,Cartão de Crédito,6230
3184,2022-08-11,890.12,Boleto,6779
3185,2023-10-10,784.41,Pix,8889
3186,2022-06-23,393.69,PayPal,3582
3187,2021-05-03,960.88,Boleto,2838
3188,2020-08-22,307.32,Cartão de Crédito,8999
3189,2021-01-06,656.52,Boleto,8432
3190,2020-02-23,502.4,Boleto,7972
3191,2020-10-22,92.07,Pix,7602
3192,2021-07-22,991.75,Pix,2211
3193,2021-07-09,706.11,PayPal,1513
3194,2023-09-02,838.96,PayPal,8515
3195,2021-06-08,863.15,Boleto,9903
3196,2023-03-25,46.35,Cartão de Crédito,1595
3197,2021-04-15,894.85,Boleto,9145
3198,2021-09-30,693.93,Boleto,8474
3199,2022-07-15,334.89,Cartão de Crédito,1603
3200,2023-11-25,88.11,Boleto,9418
3201,2020-04-30,981.5,Cartão de Crédito,5465
3202,2020-05-23,845.57,Boleto,9908
3203,2022-06-20,464.21,Cartão de Crédito,1189
3204,2023-02-20,501.23,PayPal,1904
3205,2020-03-26,32.58,PayPal,8933
3206,2021-04-02,101.75,Cartão de Crédito,2538
3207,2020-04-30,86.25,Boleto,801
3208,2023-02-22,614.28,Cartão de Crédito,980
3209,2023-11-17,242.69,PayPal,8574
3210,2022-03-13,40.53,PayPal,9626
3211,2022-05-03,972.98,Cartão de Crédito,4305
3212,2023-08-12,312.3,Boleto,3887
3213,2021-09-18,786.67,Pix,2659
3214,2023-08-30,563.92,Cartão de Crédito,2123
3215,2020-12-10,485.4,PayPal,7450
3216,2023-12-17,307.73,Boleto,5180
3217,2020-05-11,656.33,PayPal,5440
3218,2023-01-27,769.46,Pix,8253
3219,2021-07-23,461.52,Boleto,2896
3220,2020-05-30,213.67,PayPal,3052
3221,2023-11-27,836.2,PayPal,8298
3222,2021-05-14,361.7,PayPal,863
3223,2021-05-03,840.19,Cartão de Crédito,2066
3224,2022-11-16,300.44,Cartão de Crédito,1982
3225,2020-08-14,254.4,Cartão de Crédito,2519
3226,2023-10-18,763.97,Cartão de Crédito,1248
3227,2020-12-26,517.81,Cartão de Crédito,3017
3228,2020-03-13,542.42,Pix,5021
3229,2022-01-20,128.75,Pix,2412
3230,2022-09-14,587.18,Cartão de Crédito,5730
3231,2022-10-10,853.61,Boleto,5171
3232,2022-08-30,505.92,PayPal,3148
3233,2020-04-18,772.54,Pix,2195
3234,2023-08-25,823.83,Boleto,2624
3235,2020-02-08,114.98,Boleto,7535
3236,2021-08-26,355.84,PayPal,6786
3237,2023-09-12,438.53,Cartão de Crédito,9342
3238,2023-02-27,106.75,Pix,9467
3239,2021-08-24,986.8,PayPal,4239
3240,2021-07-31,380.51,Pix,8072
3241,2021-06-14,538.7,Boleto,2567
3242,2020-05-02,506.75,PayPal,5865
3243,2022-08-04,291.01,Cartão de Crédito,8374
3244,2020-01-13,270.82,Boleto,7154
3245,2021-02-04,736.92,Pix,2400
3246,2020-08-18,471.4,PayPal,8365
3247,2020-02-15,558.84,Cartão de Crédito,1238
3248,2023-06-24,929.03,Boleto,850
3249,2022-05-03,809.63,Pix,6551
3250,2020-07-31,605.63,Cartão de Crédito,7629
3251,2021-07-12,938.79,Pix,8688
3252,2021-05-05,766.87,Cartão de Crédito,7099
3253,2022-03-13,434.88,PayPal,8062
3254,2023-07-05,390.53,Pix,4722
3255,2020-11-14,819.48,Pix,7729
3256,2021-02-27,561.01,Pix,3961
3257,2021-10-08,312.27,Cartão de Crédito,6099
3258,2022-02-06,223.03,Pix,2029
3259,2021-10-31,654.23,Pix,7627
3260,2023-07-04,481.03,Boleto,6258
3261,2020-07-21,153.14,PayPal,5824
3262,2021-12-21,530.89,Cartão de Crédito,8242
3263,2022-04-01,456.79,Boleto,9111
3264,2021-11-27,795.07,PayPal,2929
3265,2021-07-21,63.87,Pix,276
3266,2020-12-04,760.85,PayPal,8283
3267,2021-03-06,960.16,Pix,1580
3268,2022-12-07,192.49,Boleto,8033
3269,2023-03-13,221.97,Boleto,1672
3270,2021-04-05,333.59,Cartão de Crédito,7724
3271,2021-01-07,541.02,Boleto,1863
3272,2022-11-16,103.11,Boleto,9916
3273,2023-01-27,667.33,Cartão de Crédito,6549
3274,2022-08-21,149.11,Pix,8613
3275,2022-06-03,904.07,Pix,4423
3276,2020-02-11,666.14,PayPal,2097
3277,2021-10-11,86.57,Cartão de Crédito,7278
3278,2020-11-09,464.41,PayPal,5245
3279,2021-06-14,92.62,Boleto,5628
3280,2023-12-25,90.64,Cartão de Crédito,9190
3281,2020-02-18,984.46,PayPal,4131
3282,2023-01-27,893.58,Pix,5216
3283,2022-03-03,91.79,Cartão de Crédito,8565
3284,2023-02-03,574.47,Boleto,8709
3285,2020-12-17,890.43,Pix,7816
3286,2021-01-25,244.89,Cartão de Crédito,5908
3287,2023-04-21,336.2,PayPal,7635
3288,2022-04-18,133.6,Cartão de Crédito,5632
3289,2022-11-01,953.93,PayPal,4189
3290,2023-09-22,85.16,Cartão de Crédito,1621
3291,2022-06-08,200.35,Pix,5661
3292,2022-12-02,461.2,Pix,8479
3293,2023-04-27,376.11,Cartão de Crédito,2291
3294,2023-10-03,431.14,Cartão de Crédito,5400
3295,2020-09-03,565.55,Boleto,9130
3296,2020-09-24,117.99,PayPal,4336
3297,2023-03-04,285.95,Cartão de Crédito,9116
3298,2020-08-19,161.12,Boleto,7702
3299,2023-10-18,632.09,Cartão de Crédito,3111
3300,2023-10-09,916.27,PayPal,6030
3301,2023-03-08,896.98,Cartão de Crédito,5524
3302,2022-10-22,971.13,Boleto,8821
3303,2021-09-19,454.47,Cartão de Crédito,6709
3304,2022-05-06,507.23,Pix,2200
3305,2021-04-21,434.49,PayPal,1095
3306,2023-09-22,985.88,PayPal,7213
3307,2020-07-08,198.11,Boleto,5404
3308,2020-05-11,18.22,Cartão de Crédito,5179
3309,2022-06-16,326.88,Cartão de Crédito,9205
3310,2022-03-04,609.69,Pix,6050
3311,2022-11-27,787.11,Boleto,9973
3312,2020-05-03,528.45,Pix,634
3313,2023-12-16,321.79,PayPal,1625
3314,2021-02-09,396.14,Pix,3638
3315,2020-03-14,597.33,Cartão de Crédito,3538
3316,2021-02-22,775.3,Cartão de Crédito,5323
3317,2023-08-30,898.83,Cartão de Crédito,2448
3318,2021-04-04,314.46,Pix,9171
3319,2021-01-23,766.82,Cartão de Crédito,6834
3320,2020-10-22,280.3,Cartão de Crédito,6165
3321,2023-02-08,306.72,Boleto,9468
3322,2020-03-27,256.23,Pix,9199
3323,2020-09-24,787.86,Boleto,3430
3324,2021-08-12,925.3,Boleto,5125
3325,2020-02-12,858.02,Pix,4477
3326,2022-10-11,380.45,PayPal,6172
3327,2021-03-12,502.71,Pix,6843
3328,2020-01-17,428.95,Cartão de Crédito,7642
3329,2020-08-24,56.96,Cartão de Crédito,4938
3330,2020-10-21,820.72,Boleto,6404
3331,2021-07-25,445.95,Boleto,306
3332,2022-05-12,609.96,Pix,3477
3333,2020-03-21,874.46,Boleto,5089
3334,2020-07-26,109.67,Boleto,2778
3335,2023-12-16,250.33,Cartão de Crédito,7625
3336,2022-12-17,484.16,Cartão de Crédito,9608
3337,2023-12-21,328.07,Boleto,7880
3338,2020-06-18,554.96,Cartão de Crédito,188
3339,2022-06-13,521.34,Cartão de Crédito,9986
3340,2021-10-05,153.83,Cartão de Crédito,5309
3341,2022-03-29,290.03,Pix,1838
3342,2023-03-25,949.38,Cartão de Crédito,9171
3343,2020-12-20,50.57,Boleto,2428
3344,2023-07-16,662.86,Pix,3822
3345,2020-02-14,754.75,Pix,5418
3346,2022-08-17,782.51,Cartão de Crédito,9787
3347,2022-09-29,230.72,PayPal,1402
3348,2020-08-22,474.88,Pix,2775
3349,2023-10-24,434.27,Cartão de Crédito,4252
3350,2021-03-12,678.17,PayPal,3195
3351,2022-09-09,23.83,Pix,5764
3352,2020-01-26,226.82,Pix,5338
3353,2021-06-18,782.02,Boleto,2336
3354,2020-08-11,478.97,Cartão de Crédito,5422
3355,2021-12-21,665.19,Boleto,5742
3356,2023-08-12,618.19,Cartão de Crédito,1364
3357,2021-01-29,366.49,Cartão de Crédito,9985
3358,2021-06-13,846.3,Boleto,955
3359,2021-07-23,108.28,Boleto,5316
3360,2021-08-07,402.62,Boleto,5702
3361,2023-09-05,550.33,PayPal,3299
3362,2020-06-24,123.1,Boleto,894
3363,2023-04-28,199.29,Boleto,1208
3364,2022-11-04,65.17,Pix,8464
3365,2022-03-02,140.24,Pix,1589
3366,2020-03-18,600.15,Pix,9133
3367,2020-12-20,637.13,PayPal,9834
3368,2023-04-02,883.55,Cartão de Crédito,2182
3369,2020-01-02,973.9,Pix,6911
3370,2023-08-13,318.69,PayPal,8528
3371,2023-11-08,296.89,Boleto,5784
3372,2021-03-14,419.84,Pix,2088
3373,2020-09-01,865.18,PayPal,7372
3374,2020-12-12,911.79,Cartão de Crédito,8437
3375,2022-08-09,361.77,PayPal,7677
3376,2020-01-07,278.63,Boleto,7067
3377,2020-10-08,316.31,PayPal,5136
3378,2022-12-20,106.77,Boleto,6494
3379,2020-01-11,927.18,Pix,5632
3380,2023-05-29,854.2,PayPal,2265
3381,2020-04-09,621.59,Cartão de Crédito,8401
3382,2022-12-30,16.08,Boleto,2565
3383,2023-12-16,40.72,Cartão de Crédito,6411
3384,2020-03-04,942.8,PayPal,6616
3385,2020-04-03,23.77,Cartão de Crédito,1475
3386,2021-10-07,97.06,Pix,3982
3387,2022-01-08,953.22,Cartão de Crédito,3784
3388,2021-03-20,199.97,PayPal,8086
3389,2022-01-04,641.25,PayPal,9477
3390,2021-05-06,984.48,Pix,7283
3391,2023-05-11,677.14,Cartão de Crédito,6508
3392,2021-08-02,192.23,Boleto,9063
3393,2022-07-30,120.38,Pix,3418
3394,2023-07-26,646.83,Cartão de Crédito,8487
3395,2022-11-06,362.98,PayPal,1833
3396,2020-01-04,449.77,PayPal,1914
3397,2022-07-20,138.4,Pix,3730
3398,2020-02-10,994.83,Boleto,6814
3399,2021-05-12,465.43,Pix,5452
3400,2021-11-10,379.73,Cartão de Crédito,4066
3401,2020-12-28,759.13,Boleto,2390
3402,2021-01-25,513.47,Cartão de Crédito,527
3403,2023-11-19,742.54,Cartão de Crédito,2827
3404,2020-12-21,10.13,Pix,7702
3405,2022-04-01,676.04,PayPal,2185
3406,2022-01-12,899.34,Cartão de Crédito,8110
3407,2021-11-22,588.71,PayPal,440
3408,2023-08-29,973.13,Boleto,3731
3409,2021-05-29,478.19,PayPal,9998
3410,2022-04-01,187.1,Boleto,5339
3411,2023-03-27,773.14,PayPal,3411
3412,2020-02-09,677.14,Boleto,7872
3413,2023-08-13,239.59,PayPal,8549
3414,2022-07-13,198.9,Cartão de Crédito,7839
3415,2022-03-17,594.7,PayPal,515
3416,2020-04-27,166.63,Pix,1510
3417,2023-04-17,767.06,Pix,7277
3418,2023-04-27,401.37,Pix,6302
3419,2022-11-30,621.5,Cartão de Crédito,493
3420,2022-03-18,79.75,Boleto,5696
3421,2021-01-19,993.27,PayPal,1416
3422,2022-09-26,192.06,Pix,31
3423,2021-04-04,935.49,Boleto,2597
3424,2020-01-18,694.24,Boleto,2909
3425,2022-02-11,773.7,Cartão de Crédito,3284
3426,2021-08-23,650.68,PayPal,9748
3427,2023-04-30,277.85,Cartão de Crédito,3748
3428,2022-06-16,565.6,Cartão de Crédito,1623
3429,2021-05-17,890.22,PayPal,4865
3430,2020-06-04,329.6,Pix,4707
3431,2021-04-08,42.49,Cartão de Crédito,7541
3432,2022-07-31,639.77,PayPal,4595
3433,2022-09-10,797.42,PayPal,2989
3434,2022-03-25,527.92,Boleto,1270
3435,2023-05-08,888.65,Cartão de Crédito,1777
