"id_item","quantidade","preco_unitario","subtotal","id_pedido","id_produto"
1476,3,649.36,1948.08,6026,5872
1477,5,243.69,1218.45,2209,2904
1478,5,873.86,4369.3,1485,1495
1479,8,793.42,6347.36,113,8364
1480,2,721.14,1442.28,8816,8678
1481,3,811.7,2435.1,3017,1146
1482,3,49.87,149.61,8410,3582
1483,7,853.31,5973.17,5491,9120
1484,2,522.68,1045.36,7592,3149
1485,1,406.49,406.49,994,6256
1486,2,625.05,1250.1,9452,520
1487,1,513.54,513.54,6623,3203
1488,2,679.6,1359.2,4942,1532
1489,4,946.59,3786.36,50,4145
1490,2,345.33,690.66,6010,6699
1491,6,904.28,5425.68,5878,476
1492,4,700.33,2801.32,3287,5757
1493,9,912.92,8216.28,1786,2106
1494,7,164.07,1148.49,7912,2839
1495,10,583.93,5839.3,67,2259
1496,1,115.61,115.61,3980,9726
1497,6,140.59,843.54,4600,7239
1498,8,652.98,5223.84,3799,9544
1499,3,399.66,1198.98,499,7747
1500,5,700.44,3502.2,3817,8085
1501,4,788.31,3153.24,1370,85
1502,4,29.85,119.4,5349,367
1503,2,191.66,383.32,8781,7103
1504,6,862.96,5177.76,5904,9264
1505,10,795.32,7953.2,3243,6018
1506,3,514.45,1543.35,4186,9730
1507,9,780.98,7028.82,960,9527
1508,6,590.82,3544.92,2635,3032
1509,6,879.34,5276.04,4059,5938
1510,4,493.95,1975.8,7592,9445
1511,2,962.91,1925.82,755,2299
1512,5,75.46,377.3,5659,6926
1513,3,240.1,720.3,3514,5199
1514,4,120.56,482.24,2450,1181
1515,7,222.99,1560.93,3297,1622
1516,10,985.52,9855.2,9270,9266
1517,7,347.15,2430.05,911,1390
1518,7,270.22,1891.54,4994,1853
1519,8,570.54,4564.32,8277,8142
1520,6,514.32,3085.92,1235,3115
1521,2,455.32,910.64,8300,7686
1522,7,156.04,1092.28,6607,8080
1523,9,375.68,3381.12,1819,256
1524,1,777.44,777.44,4850,1139
1525,5,72.75,363.75,7140,1852
1526,7,507.59,3553.13,2965,7626
1527,3,209.02,627.06,4207,8121
1528,4,802.6,3210.4,2200,4245
1529,8,637.81,5102.48,1945,914
1530,2,465.24,930.48,8193,3183
1531,5,846.82,4234.1,2966,2972
1532,7,809.2,5664.4,8754,9967
1533,4,554.65,2218.6,503,7710
1534,7,209.24,1464.68,8693,4455
1535,8,303.08,2424.64,1805,941
1536,5,119.61,598.05,4436,668
1537,4,442.39,1769.56,657,2221
1538,4,227.64,910.56,3696,6000
1539,1,591.11,591.11,7408,505
1540,4,483.45,1933.8,57,6101
1541,4,317.56,1270.24,1901,7791
1542,10,454.01,4540.1,8994,1146
1543,9,163.65,1472.85,5088,452
1544,9,67.4,606.6,6325,8873
1545,2,133.31,266.62,1319,2357
1546,1,593.7,593.7,434,6115
1547,1,470.44,470.44,763,1172
1548,10,895.04,8950.4,3147,9184
1549,2,557.93,1115.86,1301,893
1550,10,928.78,9287.8,7758,189
1551,9,150.85,1357.65,3880,9672
1552,6,69.18,415.08,8069,4740
1553,8,696.8,5574.4,1661,9070
1554,8,70.32,562.56,626,4512
1555,6,768.04,4608.24,1469,3736
1556,9,451.78,4066.02,4744,2955
1557,1,790.46,790.46,1514,6090
1558,7,887.76,6214.32,1399,4746
1559,8,13.52,108.16,5234,8607
1560,8,364.17,2913.36,5457,8974
1561,1,817.72,817.72,6627,3292
1562,4,710.59,2842.36,4689,8618
1563,7,28.81,201.67,5200,9741
1564,8,977.13,7817.04,9431,1747
1565,1,568.04,568.04,9815,3353
1566,3,282.72,848.16,8416,9320
1567,10,256.66,2566.6,6761,7712
1568,4,410.84,1643.36,4176,1261
1569,3,749.56,2248.68,6178,7718
1570,8,856.93,6855.44,8115,7735
1571,6,501.45,3008.7,7034,2501
1572,1,253.52,253.52,3809,3577
1573,6,177.12,1062.72,8170,9089
1574,9,652.65,5873.85,7749,4531
1575,5,679.9,3399.5,414,6834
1576,2,991.54,1983.08,5072,2069
1577,3,895.1,2685.3,7511,3931
1578,3,640.48,1921.44,6355,3260
1579,1,783.04,783.04,4668,2141
1580,9,906.42,8157.78,9301,6148
1581,2,438.97,877.94,5986,9388
1582,3,531.55,1594.65,6920,2043
1583,7,726.03,5082.21,7757,6970
1584,7,668.34,4678.38,4987,1299
1585,1,192.11,192.11,8236,5519
1586,5,101.77,508.85,3011,3708
1587,8,898.49,7187.92,2411,6599
1588,1,630.18,630.18,3414,5160
1589,2,125.41,250.82,3385,9440
1590,8,753.2,6025.6,1450,252
1591,2,904.94,1809.88,5822,5714
1592,10,645.42,6454.2,5280,2004
1593,4,730.75,2923.0,3544,2510
1594,8,468.49,3747.92,5404,8998
1595,3,783.37,2350.11,3182,5784
1596,1,39.39,39.39,22,1215
1597,6,860.59,5163.54,1884,6704
1598,4,261.88,1047.52,8438,1267
1599,5,505.08,2525.4,4933,2845
1600,7,375.12,2625.84,4238,6016
1601,7,659.13,4613.91,4339,5134
1602,10,682.56,6825.6,252,2867
1603,1,969.49,969.49,9541,3905
1604,7,975.28,6826.96,8574,1674
1605,6,916.83,5500.98,6791,6204
1606,9,161.16,1450.44,7397,3241
1607,1,866.15,866.15,3740,7382
1608,2,597.43,1194.86,3828,9494
1609,2,831.48,1662.96,7005,4831
1610,3,656.84,1970.52,1106,5410
1611,4,486.44,1945.76,2501,3018
1612,6,17.81,106.86,1523,8151
1613,3,977.84,2933.52,8782,6432
1614,9,515.95,4643.55,6009,2625
1615,5,106.63,533.15,5547,3383
1616,3,906.42,2719.26,8562,9543
1617,4,105.32,421.28,1441,2675
1618,9,501.68,4515.12,585,9414
1619,9,604.49,5440.41,5424,6456
1620,9,823.44,7410.96,6011,1569
1621,8,155.31,1242.48,811,7872
1622,8,359.84,2878.72,1141,9741
1623,2,381.98,763.96,944,7937
1624,10,595.11,5951.1,568,1233
1625,8,798.34,6386.72,7434,2032
1626,7,886.94,6208.58,8649,724
1627,4,988.05,3952.2,4151,6004
1628,9,270.89,2438.01,8628,5569
1629,2,621.97,1243.94,476,4325
1630,2,512.51,1025.02,170,9817
1631,10,929.98,9299.8,3452,8514
1632,2,242.57,485.14,8752,2229
1633,6,258.22,1549.32,4831,9187
1634,6,859.12,5154.72,7549,5812
1635,6,665.24,3991.44,1394,9865
1636,1,821.23,821.23,5149,1206
1637,2,149.18,298.36,9538,8831
1638,10,46.09,460.9,5698,5283
1639,1,481.39,481.39,1709,2557
1640,4,156.26,625.04,7993,2711
1641,1,261.43,261.43,2129,8179
1642,10,807.99,8079.9,3692,3060
1643,6,200.46,1202.76,8698,5604
1644,4,324.07,1296.28,4310,5286
1645,3,152.62,457.86,2728,542
1646,3,925.57,2776.71,877,8849
1647,10,759.56,7595.6,4213,5009
1648,8,984.63,7877.04,4858,41
1649,3,756.34,2269.02,8616,6890
1650,4,563.6,2254.4,4659,312
1651,2,565.74,1131.48,1299,8629
1652,1,557.49,557.49,8741,2569
1653,7,340.11,2380.77,8524,7339
1654,9,229.41,2064.69,7834,2007
1655,4,33.07,132.28,7850,4723
1656,7,487.2,3410.4,3340,7713
1657,7,594.44,4161.08,8745,3624
1658,6,763.06,4578.36,383,7533
1659,2,728.74,1457.48,8549,7762
1660,6,206.48,1238.88,7960,6045
1661,5,305.08,1525.4,2437,7531
1662,3,38.26,114.78,2532,618
1663,1,711.61,711.61,2132,4566
1664,7,105.28,736.96,6785,4545
1665,8,559.32,4474.56,3979,827
1666,9,371.11,3339.99,5674,333
1667,3,620.69,1862.07,6656,252
1668,8,117.28,938.24,1758,6563
1669,7,36.96,258.72,4254,5069
1670,10,858.69,8586.9,6591,7959
1671,8,698.07,5584.56,7891,829
1672,4,655.22,2620.88,5733,8711
1673,1,846.17,846.17,1147,7490
1674,3,167.0,501.0,123,6400
1675,4,194.7,778.8,2121,4102
1676,3,581.27,1743.81,8909,1571
1677,7,260.08,1820.56,2135,7494
1678,6,430.78,2584.68,7285,3554
1679,10,944.94,9449.4,2240,3219
1680,7,686.57,4805.99,1487,262
1681,1,152.33,152.33,5987,7601
1682,6,670.08,4020.48,8211,842
1683,10,204.63,2046.3,36,6994
1684,10,799.52,7995.2,8062,13
1685,6,686.1,4116.6,2816,7409
1686,7,96.89,678.23,9232,7118
1687,7,22.28,155.96,9053,4935
1688,8,973.76,7790.08,7804,3716
1689,4,849.91,3399.64,1039,9161
1690,4,91.49,365.96,3156,4444
1691,6,484.2,2905.2,6772,9630
1692,9,952.98,8576.82,9593,1173
1693,4,62.77,251.08,7393,9244
1694,2,150.23,300.46,6145,2398
1695,5,641.16,3205.8,3218,7675
1696,9,541.63,4874.67,7929,4932
1697,1,552.46,552.46,7283,9409
1698,8,290.79,2326.32,4495,8072
1699,3,689.94,2069.82,8978,9551
1700,8,510.07,4080.56,9059,6637
1701,5,863.21,4316.05,4427,4091
1702,10,544.99,5449.9,1002,1099
1703,6,977.44,5864.64,8112,7711
1704,7,977.82,6844.74,9526,9878
1705,7,351.45,2460.15,8719,5627
1706,4,363.72,1454.88,8978,4239
1707,6,360.86,2165.16,6932,9353
1708,5,224.15,1120.75,7359,3564
1709,7,252.45,1767.15,5210,7223
1710,1,654.89,654.89,2264,516
1711,8,490.83,3926.64,7430,6528
1712,1,539.17,539.17,137,8999
1713,6,281.21,1687.26,4876,5321
1714,2,797.03,1594.06,3345,9465
1715,5,695.76,3478.8,757,319
1716,1,64.28,64.28,6954,1727
1717,8,412.92,3303.36,9555,9169
1718,2,189.26,378.52,4028,983
1719,10,324.44,3244.4,373,8802
1720,9,361.72,3255.48,1659,940
1721,1,81.74,81.74,8005,632
1722,2,673.88,1347.76,5533,1521
1723,10,430.35,4303.5,919,3322
1724,7,934.01,6538.07,8913,4317
1725,10,840.79,8407.9,2031,4313
1726,1,225.71,225.71,8034,2776
1727,8,638.37,5106.96,9675,8455
1728,9,425.08,3825.72,450,7654
1729,6,486.72,2920.32,6726,2838
1730,8,934.92,7479.36,4053,9308
1731,4,317.79,1271.16,868,4207
1732,4,508.36,2033.44,8637,362
1733,1,556.74,556.74,2192,5845
1734,10,914.75,9147.5,4793,4885
1735,3,155.47,466.41,5159,244
1736,1,774.09,774.09,9833,9219
1737,6,283.39,1700.34,5680,9662
1738,3,506.73,1520.19,5114,793
1739,8,876.47,7011.76,7285,1855
1740,4,906.41,3625.64,9644,2250
1741,10,351.89,3518.9,459,200
1742,2,400.55,801.1,1140,4995
1743,3,890.59,2671.77,4894,5041
1744,2,525.07,1050.14,8645,7125
1745,6,477.75,2866.5,3085,8717
1746,4,152.04,608.16,7445,6640
1747,4,698.74,2794.96,9374,3816
1748,8,181.24,1449.92,3775,7766
1749,6,909.04,5454.24,8619,9439
1750,6,943.21,5659.26,2339,2093
1751,10,688.38,6883.8,7453,8643
1752,2,28.0,56.0,7758,4861
1753,7,200.86,1406.02,6796,6341
1754,6,617.15,3702.9,3441,2817
1755,7,837.06,5859.42,8202,1134
1756,9,944.64,8501.76,5326,9749
1757,2,970.86,1941.72,9345,4743
1758,8,157.65,1261.2,4301,9480
1759,2,330.31,660.62,6116,7751
1760,8,533.33,4266.64,2801,5381
1761,3,725.97,2177.91,9383,3583
1762,10,274.24,2742.4,5001,1370
1763,5,282.6,1413.0,2609,9865
1764,7,796.21,5573.47,3817,8614
1765,10,664.07,6640.7,7811,2244
1766,5,216.61,1083.05,323,9854
1767,6,687.1,4122.6,6939,1835
1768,4,967.35,3869.4,4227,7097
1769,4,715.29,2861.16,4698,864
1770,7,922.55,6457.85,7694,7968
1771,7,934.1,6538.7,431,3469
1772,8,201.48,1611.84,6527,1082
1773,5,974.5,4872.5,7351,7590
1774,2,854.61,1709.22,7146,9124
1775,8,373.71,2989.68,35,7679
1776,4,479.6,1918.4,4130,1220
1777,7,67.64,473.48,1830,6929
1778,9,917.87,8260.83,2148,5406
1779,6,476.99,2861.94,6249,8366
1780,5,653.15,3265.75,5799,383
1781,7,771.74,5402.18,5265,275
1782,8,675.91,5407.28,5597,8594
1783,7,17.36,121.52,9982,9605
1784,5,731.09,3655.45,1152,9061
1785,1,756.79,756.79,2117,3690
1786,8,101.7,813.6,441,2841
1787,9,125.77,1131.93,3403,2445
1788,5,355.75,1778.75,7860,2606
1789,3,567.15,1701.45,5177,5088
1790,6,138.94,833.64,8439,1068
1791,6,48.26,289.56,1622,7092
1792,1,908.45,908.45,4964,5533
1793,6,248.13,1488.78,3991,4487
1794,9,134.13,1207.17,1420,1745
1795,10,912.46,9124.6,2166,3485
1796,8,286.46,2291.68,9696,2657
1797,10,554.88,5548.8,6564,9167
1798,9,86.48,778.32,9619,8142
1799,8,955.92,7647.36,389,3481
1800,10,871.72,8717.2,54,5818
1801,8,734.06,5872.48,2355,839
1802,9,756.65,6809.85,8339,7485
1803,8,918.77,7350.16,6255,7498
1804,10,692.68,6926.8,8437,921
1805,10,29.53,295.3,6144,990
1806,5,579.21,2896.05,9725,7
1807,2,141.92,283.84,5868,1598
1808,5,71.99,359.95,5816,1470
1809,10,106.52,1065.2,9566,473
1810,4,429.14,1716.56,3593,6231
1811,6,722.35,4334.1,432,5542
1812,10,450.06,4500.6,659,1989
1813,7,691.35,4839.45,6069,1530
1814,8,996.06,7968.48,6847,768
1815,2,15.87,31.74,6376,3560
1816,9,494.23,4448.07,8915,5115
1817,1,798.16,798.16,5518,3252
1818,1,858.81,858.81,545,2055
1819,9,905.92,8153.28,9439,2481
1820,9,375.1,3375.9,8534,8379
1821,1,537.63,537.63,1941,2899
1822,1,861.72,861.72,6871,9903
1823,10,390.95,3909.5,83,7849
1824,7,825.49,5778.43,6330,6462
1825,3,968.59,2905.77,4360,641
1826,9,999.98,8999.82,54,6322
1827,10,680.24,6802.4,1330,748
1828,2,664.96,1329.92,2613,6984
1829,4,599.62,2398.48,6976,851
1830,1,172.87,172.87,6335,2774
1831,10,464.5,4645.0,4142,5398
1832,9,797.89,7181.01,434,6771
1833,4,109.0,436.0,440,5895
1834,8,482.97,3863.76,2618,7982
1835,4,579.39,2317.56,9178,9404
1836,1,148.64,148.64,5999,327
1837,4,272.32,1089.28,477,8247
1838,10,573.85,5738.5,4286,7334
1839,4,930.97,3723.88,4219,3297
1840,6,726.23,4357.38,1740,9019
1841,10,574.43,5744.3,7690,1663
1842,2,67.17,134.34,3283,8314
1843,9,803.13,7228.17,7637,9156
1844,9,135.53,1219.77,9292,5142
1845,4,283.52,1134.08,7607,4596
1846,10,484.28,4842.8,7464,6036
1847,8,748.38,5987.04,4559,388
1848,4,110.44,441.76,3213,9724
1849,10,392.06,3920.6,7502,7642
1850,2,398.41,796.82,1436,7930
1851,5,792.49,3962.45,714,4128
1852,3,59.29,177.87,4209,773
1853,1,276.94,276.94,2178,6125
1854,7,386.52,2705.64,5139,7456
1855,6,912.31,5473.86,7241,6519
1856,5,559.61,2798.05,2246,1074
1857,5,667.66,3338.3,441,3715
1858,3,560.82,1682.46,3003,749
1859,5,928.92,4644.6,7847,8965
1860,8,77.69,621.52,814,88
1861,4,675.01,2700.04,9431,4077
1862,4,872.98,3491.92,9756,5902
1863,4,408.12,1632.48,9263,109
1864,8,824.56,6596.48,5061,6582
1865,1,265.67,265.67,8409,6819
1866,4,970.75,3883.0,6862,8622
1867,7,23.11,161.77,9111,8920
1868,10,378.32,3783.2,5385,6203
1869,4,69.03,276.12,1347,2559
1870,7,457.09,3199.63,3790,4016
1871,1,391.73,391.73,5656,4292
1872,10,173.15,1731.5,8720,2244
1873,4,975.63,3902.52,8987,7798
1874,9,216.93,1952.37,8770,7875
1875,10,569.5,5695.0,1033,9892
1876,3,814.03,2442.09,7339,9947
1877,1,586.97,586.97,5326,2363
1878,6,772.44,4634.64,3930,1596
1879,9,84.71,762.39,5911,5107
1880,5,513.3,2566.5,4317,4482
1881,2,491.96,983.92,9511,6404
1882,3,686.44,2059.32,4673,5594
1883,9,818.95,7370.55,5822,9631
1884,5,998.68,4993.4,5430,285
1885,5,531.15,2655.75,1565,8604
1886,9,663.32,5969.88,4722,2654
1887,10,911.29,9112.9,6577,6940
1888,5,267.27,1336.35,6017,3499
1889,8,449.86,3598.88,7506,6977
1890,6,317.39,1904.34,3459,1635
1891,9,690.49,6214.41,2989,9967
1892,8,755.91,6047.28,809,7178
1893,1,790.99,790.99,7155,345
1894,4,918.56,3674.24,701,5412
1895,1,23.29,23.29,2668,9197
1896,2,722.57,1445.14,6416,9789
1897,7,570.25,3991.75,3230,8945
1898,4,293.51,1174.04,5455,6483
1899,1,14.15,14.15,4798,928
1900,10,446.31,4463.1,7335,2591
1901,5,354.79,1773.95,6212,4644
1902,7,116.93,818.51,1452,7786
1903,7,461.3,3229.1,8986,5781
1904,6,368.22,2209.32,859,8595
1905,2,203.21,406.42,9970,7055
1906,3,849.3,2547.9,5015,1385
1907,10,411.41,4114.1,1003,8395
1908,1,552.56,552.56,9015,7458
1909,7,995.98,6971.86,6744,7899
1910,8,695.04,5560.32,6423,9307
1911,2,845.92,1691.84,1790,6501
1912,2,706.41,1412.82,9979,3801
1913,5,66.46,332.3,1784,9261
1914,2,148.95,297.9,6871,7899
1915,4,109.28,437.12,9547,4475
1916,9,204.69,1842.21,7130,4173
1917,4,770.93,3083.72,932,65
1918,3,630.04,1890.12,9182,599
1919,4,152.04,608.16,8163,1091
1920,2,897.12,1794.24,9922,6642
1921,2,193.78,387.56,4707,6303
1922,2,474.26,948.52,3978,5230
1923,7,476.14,3332.98,7510,9886
1924,5,261.89,1309.45,6678,2909
1925,1,445.41,445.41,201,6005
1926,2,511.93,1023.86,3375,6981
1927,7,361.32,2529.24,6838,1193
1928,6,765.53,4593.18,178,3549
1929,10,23.36,233.6,7701,7640
1930,3,995.84,2987.52,6888,410
1931,4,897.43,3589.72,153,874
1932,5,899.95,4499.75,2934,9649
1933,10,649.21,6492.1,7991,5419
1934,1,904.35,904.35,849,6105
1935,8,698.11,5584.88,2174,9114
1936,3,460.62,1381.86,5401,146
1937,8,721.28,5770.24,9755,1106
1938,4,303.68,1214.72,8700,2014
1939,7,438.58,3070.06,4575,7303
1940,9,83.62,752.58,2476,1636
1941,3,517.75,1553.25,1715,7396
1942,6,836.87,5021.22,7422,3110
1943,2,86.03,172.06,8489,9529
1944,4,423.18,1692.72,4253,1369
1945,10,698.01,6980.1,3820,2151
1946,3,492.04,1476.12,9087,5674
1947,10,486.36,4863.6,2342,1503
1948,1,935.35,935.35,492,2344
1949,10,565.06,5650.6,1154,9637
1950,6,620.08,3720.48,6041,2511
1951,2,597.6,1195.2,5811,702
1952,7,760.95,5326.65,8941,5113
1953,1,711.35,711.35,4395,4443
1954,1,272.78,272.78,9784,3173
1955,10,433.01,4330.1,7150,5710
1956,8,369.85,2958.8,1429,7528
1957,7,332.45,2327.15,8682,7373
1958,9,176.76,1590.84,5118,3324
1959,6,334.25,2005.5,7288,374
1960,5,605.02,3025.1,2734,5034
1961,1,961.66,961.66,3032,7139
1962,4,792.13,3168.52,1471,7277
1963,6,372.68,2236.08,4081,8556
1964,6,500.67,3004.02,3354,9296
1965,5,175.77,878.85,8399,3467
1966,3,277.35,832.05,5275,2254
1967,10,430.83,4308.3,5271,9068
1968,8,387.04,3096.32,2326,1699
1969,10,975.64,9756.4,8008,2718
1970,4,754.87,3019.48,3655,3448
1971,5,92.37,461.85,6776,5235
1972,5,273.53,1367.65,5850,2065
1973,1,533.57,533.57,4145,1702
1974,9,226.62,2039.58,611,9295
1975,4,973.54,3894.16,6104,2264
1976,1,264.3,264.3,956,8508
1977,2,569.93,1139.86,8033,5560
1978,9,161.41,1452.69,6048,4429
1979,5,136.4,682.0,6427,9169
1980,7,45.51,318.57,5317,9746
1981,10,151.1,1511.0,2800,8130
1982,8,816.28,6530.24,6517,9286
1983,9,787.28,7085.52,8414,7078
1984,10,428.83,4288.3,2747,6922
1985,5,475.54,2377.7,8046,9579
1986,4,806.76,3227.04,1885,5046
1987,8,78.81,630.48,8669,1672
1988,5,743.44,3717.2,7743,8111
1989,2,72.57,145.14,8616,3724
1990,7,154.26,1079.82,5515,3379
1991,10,986.44,9864.4,4479,6494
1992,8,232.88,1863.04,147,5426
1993,8,530.26,4242.08,7673,4535
1994,1,137.06,137.06,7479,2947
1995,5,25.43,127.15,9124,1075
1996,10,399.09,3990.9,5590,2791
1997,10,383.36,3833.6,1548,3877
1998,4,933.16,3732.64,9992,727
1999,5,239.44,1197.2,2330,7987
2000,4,751.6,3006.4,676,2248
2001,10,457.41,4574.1,1938,37
2002,5,724.73,3623.65,9212,1826
2003,3,592.71,1778.13,9540,2388
2004,5,644.46,3222.3,8997,413
2005,1,352.69,352.69,3618,10000
2006,5,335.99,1679.95,2061,9276
2007,10,162.46,1624.6,9052,4187
2008,9,445.94,4013.46,8398,2373
2009,1,619.56,619.56,3694,4439
2010,2,267.17,534.34,2791,7080
2011,1,245.38,245.38,3752,170
2012,10,677.72,6777.2,7808,8480
2013,7,512.58,3588.06,1372,1668
2014,9,466.84,4201.56,1840,5447
2015,9,141.91,1277.19,7231,123
2016,10,583.5,5835.0,5026,8933
2017,9,31.6,284.4,870,2448
2018,2,644.54,1289.08,2229,4001
2019,4,994.66,3978.64,2085,6133
2020,6,833.57,5001.42,9023,3370
2021,2,345.72,691.44,2416,3662
2022,10,20.62,206.2,7448,6160
2023,6,985.08,5910.48,5012,19
2024,7,788.57,5519.99,7050,2843
2025,7,367.26,2570.82,7219,3950
2026,4,864.68,3458.72,7240,8440
2027,6,438.45,2630.7,2570,6670
2028,7,524.38,3670.66,2531,8698
2029,5,28.23,141.15,5817,7021
2030,9,949.27,8543.43,8787,8808
2031,1,627.46,627.46,4054,9298
2032,4,471.85,1887.4,8497,6342
2033,1,219.64,219.64,8850,3478
2034,8,361.19,2889.52,8185,5853
2035,10,794.51,7945.1,3643,4422
2036,7,647.37,4531.59,160,539
2037,4,429.9,1719.6,6711,6182
2038,7,143.4,1003.8,2254,6478
2039,8,330.19,2641.52,8466,2890
2040,3,821.84,2465.52,7604,9490
2041,4,418.32,1673.28,307,7610
2042,4,674.71,2698.84,8055,6422
2043,5,912.6,4563.0,3388,2127
2044,2,692.95,1385.9,829,9057
2045,7,42.88,300.16,177,7667
2046,6,533.9,3203.4,8842,3333
2047,6,767.52,4605.12,8005,6550
2048,3,131.2,393.6,878,7981
2049,3,121.84,365.52,1657,3168
2050,10,464.6,4646.0,3506,1517
2051,10,437.24,4372.4,358,6273
2052,4,177.59,710.36,6034,4587
2053,5,643.72,3218.6,1809,4938
2054,10,419.62,4196.2,9366,221
2055,3,548.44,1645.32,6094,1244
2056,10,508.93,5089.3,3924,2759
2057,10,519.77,5197.7,4419,4846
2058,5,19.9,99.5,5455,1776
2059,10,692.0,6920.0,6598,7371
2060,6,927.0,5562.0,9245,1451
2061,4,219.63,878.52,9585,7264
2062,2,612.27,1224.54,511,6122
2063,5,334.73,1673.65,6964,5317
2064,2,83.82,167.64,1318,4626
2065,6,743.54,4461.24,297,3440
2066,9,144.7,1302.3,9230,7066
2067,7,461.66,3231.62,1104,6517
2068,10,498.3,4983.0,7322,646
2069,2,844.05,1688.1,4006,2240
2070,7,891.53,6240.71,7062,1090
2071,7,259.94,1819.58,3544,7459
2072,4,433.16,1732.64,3593,4627
2073,4,454.49,1817.96,4031,9621
2074,2,937.09,1874.18,5677,6815
2075,1,691.62,691.62,3564,6435
2076,4,55.52,222.08,1038,6187
2077,5,121.4,607.0,1113,5195
2078,7,511.25,3578.75,9260,688
2079,1,116.73,116.73,4516,4713
2080,7,487.64,3413.48,7516,6260
2081,5,379.21,1896.05,8641,2313
2082,7,685.52,4798.64,3624,6868
2083,9,811.86,7306.74,8146,7541
2084,10,410.22,4102.2,780,164
2085,2,670.81,1341.62,8209,5468
2086,10,838.22,8382.2,4914,620
2087,6,337.68,2026.08,1611,3443
2088,6,169.73,1018.38,8852,8443
2089,10,666.63,6666.3,3936,8813
2090,10,450.52,4505.2,3532,6966
2091,10,892.68,8926.8,7418,1417
2092,5,641.43,3207.15,6708,7441
2093,6,531.54,3189.24,7541,8226
2094,3,757.51,2272.53,1451,1216
2095,5,362.38,1811.9,595,8988
2096,4,826.01,3304.04,8814,8138
2097,8,883.2,7065.6,4888,3562
2098,5,540.47,2702.35,9663,5584
2099,6,331.4,1988.4,2164,6073
2100,6,635.28,3811.68,1279,668
2101,2,532.05,1064.1,9848,1265
2102,8,958.21,7665.68,9017,5420
2103,2,681.92,1363.84,259,8243
2104,1,917.62,917.62,1288,3904
2105,8,767.36,6138.88,5421,6617
2106,4,85.4,341.6,1572,1258
2107,3,880.48,2641.44,4280,1170
2108,2,566.36,1132.72,1343,7496
2109,10,259.55,2595.5,6750,9247
2110,3,937.48,2812.44,6052,4544
2111,1,887.89,887.89,1786,6970
2112,1,807.4,807.4,5413,6441
2113,6,922.11,5532.66,6865,3157
2114,4,211.24,844.96,1672,5698
2115,10,346.1,3461.0,2733,6634
2116,10,91.08,910.8,2210,7826
2117,5,594.44,2972.2,8326,1069
2118,6,916.89,5501.34,7073,6690
2119,1,363.45,363.45,8400,652
2120,1,65.13,65.13,9442,6334
2121,1,997.0,997.0,1530,719
2122,9,476.19,4285.71,8100,9912
2123,8,785.09,6280.72,3726,2141
2124,1,918.03,918.03,2139,6944
2125,3,754.48,2263.44,2021,4353
2126,5,583.23,2916.15,4396,4991
2127,8,818.48,6547.84,1231,6851
2128,4,202.74,810.96,5316,7186
2129,3,941.1,2823.3,3565,4217
2130,8,49.29,394.32,1031,3563
2131,9,565.87,5092.83,1264,385
2132,3,823.48,2470.44,4279,183
2133,7,405.6,2839.2,6058,4597
2134,3,86.76,260.28,5401,9126
2135,2,903.38,1806.76,1839,6422
2136,4,309.16,1236.64,3741,3301
2137,4,211.69,846.76,8831,9839
2138,3,496.3,1488.9,6092,3620
2139,9,285.75,2571.75,9068,5340
2140,4,122.44,489.76,5072,9426
2141,2,149.55,299.1,6441,7003
2142,6,885.74,5314.44,4662,576
2143,6,659.59,3957.54,8788,465
2144,8,351.47,2811.76,6918,985
2145,10,237.78,2377.8,3059,5010
2146,10,489.21,4892.1,2473,4576
2147,2,186.98,373.96,1245,8649
2148,6,770.17,4621.02,28,5275
2149,1,27.52,27.52,614,9556
2150,9,501.11,4509.99,1668,8691
2151,7,571.0,3997.0,6284,6308
2152,7,738.55,5169.85,5224,2791
2153,9,53.62,482.58,4487,8864
2154,2,478.79,957.58,1624,8535
2155,1,319.74,319.74,1585,4241
2156,5,687.85,3439.25,5027,1564
2157,1,718.34,718.34,2008,6992
2158,7,42.74,299.18,5688,136
2159,7,67.24,470.68,6502,5872
2160,6,234.06,1404.36,3051,8512
2161,8,789.73,6317.84,872,5166
2162,10,500.13,5001.3,1484,6866
2163,6,443.73,2662.38,2802,7830
2164,2,519.86,1039.72,2513,953
2165,2,611.72,1223.44,5896,5201
2166,5,852.08,4260.4,5691,9869
2167,9,911.45,8203.05,1126,9000
2168,10,552.79,5527.9,5441,1514
2169,3,63.56,190.68,3296,5544
2170,1,612.53,612.53,192,6277
2171,4,143.97,575.88,2013,8789
2172,7,520.92,3646.44,4158,184
2173,1,116.23,116.23,9778,5893
2174,8,165.21,1321.68,6190,7247
2175,10,179.62,1796.2,3379,3972
2176,7,989.55,6926.85,2025,7888
2177,8,446.07,3568.56,6922,4055
2178,1,542.0,542.0,7191,7312
2179,10,373.22,3732.2,965,3438
2180,5,172.1,860.5,2820,976
2181,7,92.62,648.34,4441,4484
2182,6,533.11,3198.66,7571,5620
2183,7,745.22,5216.54,6187,5896
2184,2,978.61,1957.22,4163,8552
2185,9,161.7,1455.3,1140,6617
2186,10,599.8,5998.0,7413,463
2187,8,925.92,7407.36,5058,1995
2188,10,644.81,6448.1,8599,4379
2189,7,198.67,1390.69,159,617
2190,2,691.17,1382.34,5403,3845
2191,5,477.5,2387.5,9888,7764
