"id_produto","nome","descricao","preco","estoque","categoria"
2916,Produto_2811,Descrição do Produto_2811,696.67,67,"8"
2917,Produto_3718,Descrição do Produto_3718,230.22,94,"9"
2918,Produto_7020,Descrição do Produto_7020,405.94,84,"10"
2919,Produto_5229,Descrição do Produto_5229,460.07,35,"6"
2920,Produto_7091,Descrição do Produto_7091,54.91,82,"7"
2921,Produto_6611,Descrição do Produto_6611,37.49,80,"8"
2922,Produto_4256,Descrição do Produto_4256,473.96,62,"8"
2923,Produto_6746,Descrição do Produto_6746,106.16,10,"8"
2924,Produto_4920,Descrição do Produto_4920,152.50,55,"10"
2925,Produto_8741,Descrição do Produto_8741,450.45,56,"2"
2926,Produto_4032,Descrição do Produto_4032,285.71,40,"2"
2927,Produto_55,Descrição do Produto_55,160.50,85,"10"
2928,Produto_6737,Descrição do Produto_6737,233.07,95,"3"
2929,Produto_3486,Descrição do Produto_3486,894.72,98,"4"
2930,Produto_9191,Descrição do Produto_9191,753.33,5,"1"
2931,Produto_3280,Descrição do Produto_3280,403.34,72,"4"
2932,Produto_8008,Descrição do Produto_8008,515.25,15,"4"
2933,Produto_3133,Descrição do Produto_3133,659.45,94,"6"
2934,Produto_4060,Descrição do Produto_4060,90.20,95,"8"
2935,Produto_6837,Descrição do Produto_6837,195.24,99,"1"
2936,Produto_802,Descrição do Produto_802,515.08,87,"6"
2937,Produto_3291,Descrição do Produto_3291,677.72,69,"9"
2938,Produto_432,Descrição do Produto_432,921.43,87,"3"
2939,Produto_1292,Descrição do Produto_1292,226.85,84,"2"
2940,Produto_4095,Descrição do Produto_4095,259.80,30,"9"
2941,Produto_8482,Descrição do Produto_8482,150.62,97,"3"
2942,Produto_5663,Descrição do Produto_5663,46.62,11,"6"
2943,Produto_9961,Descrição do Produto_9961,631.23,54,"9"
2944,Produto_5356,Descrição do Produto_5356,954.25,55,"7"
2945,Produto_6917,Descrição do Produto_6917,627.23,23,"9"
2946,Produto_984,Descrição do Produto_984,334.15,5,"2"
2947,Produto_8561,Descrição do Produto_8561,760.46,59,"5"
2948,Produto_2657,Descrição do Produto_2657,532.14,26,"9"
2949,Produto_311,Descrição do Produto_311,69.73,9,"8"
2950,Produto_5849,Descrição do Produto_5849,74.23,56,"8"
2951,Produto_2081,Descrição do Produto_2081,765.55,49,"5"
2952,Produto_94,Descrição do Produto_94,247.31,52,"5"
2953,Produto_4010,Descrição do Produto_4010,734.59,39,"7"
2954,Produto_8535,Descrição do Produto_8535,553.37,35,"3"
2955,Produto_3908,Descrição do Produto_3908,473.76,1,"6"
2956,Produto_1501,Descrição do Produto_1501,651.32,28,"10"
2957,Produto_845,Descrição do Produto_845,120.33,65,"3"
2958,Produto_2662,Descrição do Produto_2662,803.37,26,"8"
2959,Produto_7805,Descrição do Produto_7805,520.06,31,"10"
2960,Produto_6236,Descrição do Produto_6236,730.91,83,"8"
2961,Produto_7417,Descrição do Produto_7417,508.72,70,"8"
2962,Produto_9292,Descrição do Produto_9292,250.87,47,"6"
2963,Produto_9061,Descrição do Produto_9061,55.26,76,"6"
2964,Produto_8471,Descrição do Produto_8471,315.23,6,"7"
2965,Produto_5216,Descrição do Produto_5216,27.68,70,"4"
2966,Produto_6780,Descrição do Produto_6780,727.21,94,"3"
2967,Produto_1578,Descrição do Produto_1578,89.74,49,"5"
2968,Produto_5974,Descrição do Produto_5974,344.32,26,"2"
2969,Produto_3138,Descrição do Produto_3138,633.22,51,"5"
2970,Produto_7514,Descrição do Produto_7514,383.40,25,"5"
2971,Produto_409,Descrição do Produto_409,146.18,1,"7"
2972,Produto_901,Descrição do Produto_901,343.79,59,"9"
2973,Produto_7883,Descrição do Produto_7883,438.74,41,"1"
2974,Produto_184,Descrição do Produto_184,108.15,42,"4"
2975,Produto_5664,Descrição do Produto_5664,257.64,40,"2"
2976,Produto_9285,Descrição do Produto_9285,890.19,6,"7"
2977,Produto_5260,Descrição do Produto_5260,612.91,54,"7"
2978,Produto_7028,Descrição do Produto_7028,176.22,65,"2"
2979,Produto_3473,Descrição do Produto_3473,119.26,22,"4"
2980,Produto_7322,Descrição do Produto_7322,489.39,77,"3"
2981,Produto_1254,Descrição do Produto_1254,77.18,31,"7"
2982,Produto_4156,Descrição do Produto_4156,48.86,9,"10"
2983,Produto_8182,Descrição do Produto_8182,881.84,29,"6"
2984,Produto_6644,Descrição do Produto_6644,52.18,84,"5"
2985,Produto_599,Descrição do Produto_599,327.72,4,"7"
2986,Produto_3479,Descrição do Produto_3479,463.74,75,"10"
2987,Produto_5418,Descrição do Produto_5418,478.37,10,"8"
2988,Produto_7947,Descrição do Produto_7947,441.05,56,"3"
2989,Produto_6167,Descrição do Produto_6167,953.18,15,"7"
2990,Produto_8262,Descrição do Produto_8262,557.35,16,"6"
2991,Produto_1078,Descrição do Produto_1078,642.48,42,"1"
2992,Produto_9993,Descrição do Produto_9993,280.74,30,"10"
2993,Produto_7057,Descrição do Produto_7057,650.51,7,"6"
2994,Produto_6697,Descrição do Produto_6697,514.65,96,"8"
2995,Produto_8513,Descrição do Produto_8513,199.52,1,"9"
2996,Produto_1406,Descrição do Produto_1406,365.37,90,"3"
2997,Produto_1055,Descrição do Produto_1055,633.70,67,"8"
2998,Produto_8463,Descrição do Produto_8463,189.08,47,"2"
2999,Produto_3371,Descrição do Produto_3371,944.77,48,"3"
3000,Produto_134,Descrição do Produto_134,589.91,63,"2"
3001,Produto_1746,Descrição do Produto_1746,694.48,24,"3"
3002,Produto_6490,Descrição do Produto_6490,407.12,71,"5"
3003,Produto_6482,Descrição do Produto_6482,325.84,49,"9"
3004,Produto_7844,Descrição do Produto_7844,915.48,83,"8"
3005,Produto_4247,Descrição do Produto_4247,888.89,80,"9"
3006,Produto_7178,Descrição do Produto_7178,386.70,92,"9"
3007,Produto_8147,Descrição do Produto_8147,231.03,5,"3"
3008,Produto_6299,Descrição do Produto_6299,598.23,61,"3"
3009,Produto_9631,Descrição do Produto_9631,749.78,81,"6"
3010,Produto_2287,Descrição do Produto_2287,997.18,34,"1"
3011,Produto_4896,Descrição do Produto_4896,43.65,46,"9"
3012,Produto_2588,Descrição do Produto_2588,850.88,69,"4"
3013,Produto_5918,Descrição do Produto_5918,677.54,85,"8"
3014,Produto_9050,Descrição do Produto_9050,942.21,7,"9"
3015,Produto_1851,Descrição do Produto_1851,919.03,85,"6"
3016,Produto_6750,Descrição do Produto_6750,192.42,9,"5"
3017,Produto_8039,Descrição do Produto_8039,731.72,16,"9"
3018,Produto_6493,Descrição do Produto_6493,460.41,94,"3"
3019,Produto_2904,Descrição do Produto_2904,197.46,90,"1"
3020,Produto_9004,Descrição do Produto_9004,524.41,10,"8"
3021,Produto_5972,Descrição do Produto_5972,529.78,9,"6"
3022,Produto_1491,Descrição do Produto_1491,354.80,16,"4"
3023,Produto_2151,Descrição do Produto_2151,869.44,25,"7"
3024,Produto_8930,Descrição do Produto_8930,775.76,90,"3"
3025,Produto_2771,Descrição do Produto_2771,163.90,86,"2"
3026,Produto_4552,Descrição do Produto_4552,738.02,20,"4"
3027,Produto_8674,Descrição do Produto_8674,149.51,72,"7"
3028,Produto_7800,Descrição do Produto_7800,385.93,17,"1"
3029,Produto_9441,Descrição do Produto_9441,756.91,10,"2"
3030,Produto_6488,Descrição do Produto_6488,601.44,20,"10"
3031,Produto_7042,Descrição do Produto_7042,779.93,6,"1"
3032,Produto_6680,Descrição do Produto_6680,193.65,18,"10"
3033,Produto_1820,Descrição do Produto_1820,589.55,6,"6"
3034,Produto_2029,Descrição do Produto_2029,665.81,93,"7"
3035,Produto_7241,Descrição do Produto_7241,695.30,61,"3"
3036,Produto_7772,Descrição do Produto_7772,396.49,91,"5"
3037,Produto_2551,Descrição do Produto_2551,490.31,7,"2"
3038,Produto_4247,Descrição do Produto_4247,848.12,43,"10"
3039,Produto_2977,Descrição do Produto_2977,935.77,97,"1"
3040,Produto_8697,Descrição do Produto_8697,755.00,18,"2"
3041,Produto_3452,Descrição do Produto_3452,107.12,26,"4"
3042,Produto_4494,Descrição do Produto_4494,158.42,48,"5"
3043,Produto_2279,Descrição do Produto_2279,630.32,93,"5"
3044,Produto_6994,Descrição do Produto_6994,654.30,89,"2"
3045,Produto_1297,Descrição do Produto_1297,450.13,52,"3"
3046,Produto_6585,Descrição do Produto_6585,361.68,86,"7"
3047,Produto_2259,Descrição do Produto_2259,161.29,63,"6"
3048,Produto_7470,Descrição do Produto_7470,882.61,61,"4"
3049,Produto_7052,Descrição do Produto_7052,97.99,60,"3"
3050,Produto_4499,Descrição do Produto_4499,330.71,67,"1"
3051,Produto_1197,Descrição do Produto_1197,823.72,36,"8"
3052,Produto_1282,Descrição do Produto_1282,608.22,16,"5"
3053,Produto_574,Descrição do Produto_574,644.35,13,"4"
3054,Produto_1147,Descrição do Produto_1147,654.15,93,"5"
3055,Produto_2671,Descrição do Produto_2671,433.90,56,"1"
3056,Produto_6104,Descrição do Produto_6104,175.77,97,"4"
3057,Produto_2221,Descrição do Produto_2221,440.72,9,"10"
3058,Produto_6664,Descrição do Produto_6664,442.99,21,"1"
3059,Produto_5546,Descrição do Produto_5546,367.18,46,"3"
3060,Produto_5602,Descrição do Produto_5602,851.61,11,"10"
3061,Produto_6711,Descrição do Produto_6711,476.56,90,"8"
3062,Produto_4317,Descrição do Produto_4317,718.34,32,"6"
3063,Produto_8412,Descrição do Produto_8412,444.77,2,"1"
3064,Produto_8235,Descrição do Produto_8235,390.32,7,"8"
3065,Produto_3147,Descrição do Produto_3147,839.61,88,"6"
3066,Produto_2671,Descrição do Produto_2671,685.55,19,"1"
3067,Produto_4024,Descrição do Produto_4024,128.25,19,"6"
3068,Produto_6879,Descrição do Produto_6879,154.36,7,"10"
3069,Produto_3293,Descrição do Produto_3293,379.15,62,"1"
3070,Produto_2410,Descrição do Produto_2410,636.44,19,"2"
3071,Produto_8969,Descrição do Produto_8969,588.36,64,"2"
3072,Produto_8694,Descrição do Produto_8694,382.48,85,"1"
3073,Produto_8168,Descrição do Produto_8168,97.80,8,"8"
3074,Produto_2253,Descrição do Produto_2253,519.73,14,"9"
3075,Produto_3092,Descrição do Produto_3092,112.91,77,"5"
3076,Produto_8909,Descrição do Produto_8909,387.59,86,"7"
3077,Produto_1810,Descrição do Produto_1810,483.52,30,"1"
3078,Produto_9958,Descrição do Produto_9958,702.18,74,"4"
3079,Produto_356,Descrição do Produto_356,105.20,52,"1"
3080,Produto_4475,Descrição do Produto_4475,217.37,67,"1"
3081,Produto_8766,Descrição do Produto_8766,381.30,73,"2"
3082,Produto_4546,Descrição do Produto_4546,325.17,35,"10"
3083,Produto_4701,Descrição do Produto_4701,188.08,72,"10"
3084,Produto_4044,Descrição do Produto_4044,425.48,55,"9"
3085,Produto_2452,Descrição do Produto_2452,784.86,39,"4"
3086,Produto_1283,Descrição do Produto_1283,964.49,5,"3"
3087,Produto_1343,Descrição do Produto_1343,117.75,23,"2"
3088,Produto_7780,Descrição do Produto_7780,256.12,50,"8"
3089,Produto_5025,Descrição do Produto_5025,130.81,16,"10"
3090,Produto_704,Descrição do Produto_704,989.75,25,"6"
3091,Produto_2504,Descrição do Produto_2504,406.06,14,"8"
3092,Produto_985,Descrição do Produto_985,732.56,97,"7"
3093,Produto_5926,Descrição do Produto_5926,701.87,42,"9"
3094,Produto_706,Descrição do Produto_706,944.52,9,"6"
3095,Produto_5737,Descrição do Produto_5737,604.46,40,"9"
3096,Produto_9686,Descrição do Produto_9686,182.98,54,"1"
3097,Produto_8182,Descrição do Produto_8182,956.91,6,"3"
3098,Produto_3492,Descrição do Produto_3492,565.91,38,"4"
3099,Produto_5361,Descrição do Produto_5361,410.63,35,"6"
3100,Produto_6942,Descrição do Produto_6942,906.62,41,"6"
3101,Produto_2877,Descrição do Produto_2877,773.30,29,"4"
3102,Produto_9445,Descrição do Produto_9445,951.93,71,"9"
3103,Produto_8722,Descrição do Produto_8722,205.50,71,"2"
3104,Produto_5783,Descrição do Produto_5783,818.99,11,"8"
3105,Produto_3875,Descrição do Produto_3875,549.47,100,"3"
3106,Produto_3718,Descrição do Produto_3718,614.26,37,"9"
3107,Produto_6477,Descrição do Produto_6477,862.75,8,"4"
3108,Produto_3994,Descrição do Produto_3994,199.93,71,"6"
3109,Produto_3517,Descrição do Produto_3517,47.23,26,"10"
3110,Produto_8545,Descrição do Produto_8545,550.94,65,"5"
3111,Produto_1263,Descrição do Produto_1263,911.99,24,"1"
3112,Produto_3123,Descrição do Produto_3123,139.41,50,"4"
3113,Produto_1321,Descrição do Produto_1321,634.81,24,"8"
3114,Produto_910,Descrição do Produto_910,436.50,11,"6"
3115,Produto_2160,Descrição do Produto_2160,373.47,58,"2"
3116,Produto_105,Descrição do Produto_105,427.83,29,"4"
3117,Produto_9304,Descrição do Produto_9304,79.40,34,"1"
3118,Produto_350,Descrição do Produto_350,778.67,15,"7"
3119,Produto_9787,Descrição do Produto_9787,942.49,10,"3"
3120,Produto_1752,Descrição do Produto_1752,621.44,46,"3"
3121,Produto_9390,Descrição do Produto_9390,706.66,10,"7"
3122,Produto_9013,Descrição do Produto_9013,231.21,59,"4"
3123,Produto_6877,Descrição do Produto_6877,411.23,48,"2"
3124,Produto_2651,Descrição do Produto_2651,969.87,67,"8"
3125,Produto_5261,Descrição do Produto_5261,166.36,100,"6"
3126,Produto_649,Descrição do Produto_649,125.51,10,"7"
3127,Produto_9930,Descrição do Produto_9930,530.56,70,"5"
3128,Produto_4396,Descrição do Produto_4396,980.31,4,"3"
3129,Produto_419,Descrição do Produto_419,128.24,53,"9"
3130,Produto_7788,Descrição do Produto_7788,552.63,71,"3"
3131,Produto_6904,Descrição do Produto_6904,900.56,46,"6"
3132,Produto_755,Descrição do Produto_755,375.36,16,"2"
3133,Produto_4063,Descrição do Produto_4063,831.71,24,"7"
3134,Produto_7469,Descrição do Produto_7469,731.42,23,"7"
3135,Produto_9888,Descrição do Produto_9888,55.60,63,"1"
3136,Produto_7919,Descrição do Produto_7919,745.16,43,"4"
3137,Produto_3192,Descrição do Produto_3192,50.75,79,"4"
3138,Produto_1413,Descrição do Produto_1413,492.29,17,"6"
3139,Produto_9296,Descrição do Produto_9296,876.02,46,"3"
3140,Produto_532,Descrição do Produto_532,235.26,42,"1"
3141,Produto_6068,Descrição do Produto_6068,133.30,31,"3"
3142,Produto_574,Descrição do Produto_574,425.80,51,"7"
3143,Produto_5368,Descrição do Produto_5368,275.86,77,"1"
3144,Produto_5800,Descrição do Produto_5800,523.43,97,"10"
3145,Produto_6822,Descrição do Produto_6822,930.13,49,"7"
3146,Produto_7333,Descrição do Produto_7333,527.24,44,"10"
3147,Produto_1619,Descrição do Produto_1619,372.85,77,"5"
3148,Produto_5518,Descrição do Produto_5518,373.65,69,"4"
3149,Produto_8086,Descrição do Produto_8086,184.51,15,"10"
3150,Produto_2816,Descrição do Produto_2816,642.94,85,"1"
3151,Produto_8187,Descrição do Produto_8187,231.64,3,"9"
3152,Produto_6564,Descrição do Produto_6564,323.93,18,"4"
3153,Produto_9077,Descrição do Produto_9077,506.64,23,"4"
3154,Produto_3486,Descrição do Produto_3486,189.51,49,"1"
3155,Produto_5347,Descrição do Produto_5347,46.58,85,"1"
3156,Produto_8851,Descrição do Produto_8851,261.54,58,"5"
3157,Produto_3838,Descrição do Produto_3838,822.31,57,"3"
3158,Produto_9262,Descrição do Produto_9262,858.70,2,"4"
3159,Produto_5600,Descrição do Produto_5600,637.31,18,"9"
3160,Produto_1890,Descrição do Produto_1890,275.31,61,"2"
3161,Produto_4181,Descrição do Produto_4181,461.27,32,"2"
3162,Produto_3936,Descrição do Produto_3936,580.94,41,"5"
3163,Produto_5738,Descrição do Produto_5738,863.29,97,"7"
3164,Produto_2462,Descrição do Produto_2462,833.05,8,"2"
3165,Produto_6086,Descrição do Produto_6086,638.93,75,"6"
3166,Produto_5343,Descrição do Produto_5343,409.24,45,"5"
3167,Produto_272,Descrição do Produto_272,444.59,24,"7"
3168,Produto_7913,Descrição do Produto_7913,593.81,2,"2"
3169,Produto_6244,Descrição do Produto_6244,966.27,87,"6"
3170,Produto_6665,Descrição do Produto_6665,42.30,52,"5"
3171,Produto_6502,Descrição do Produto_6502,654.78,70,"10"
3172,Produto_2080,Descrição do Produto_2080,126.46,89,"2"
3173,Produto_8459,Descrição do Produto_8459,999.61,16,"7"
3174,Produto_3374,Descrição do Produto_3374,653.96,51,"1"
3175,Produto_1731,Descrição do Produto_1731,210.60,57,"8"
3176,Produto_508,Descrição do Produto_508,874.77,64,"9"
3177,Produto_1978,Descrição do Produto_1978,774.50,29,"9"
3178,Produto_3682,Descrição do Produto_3682,910.03,84,"2"
3179,Produto_9323,Descrição do Produto_9323,384.34,65,"8"
3180,Produto_2334,Descrição do Produto_2334,938.48,16,"1"
3181,Produto_893,Descrição do Produto_893,284.49,7,"2"
3182,Produto_4651,Descrição do Produto_4651,944.37,22,"9"
3183,Produto_6992,Descrição do Produto_6992,837.57,66,"9"
3184,Produto_8884,Descrição do Produto_8884,386.46,72,"2"
3185,Produto_1637,Descrição do Produto_1637,217.21,14,"5"
3186,Produto_704,Descrição do Produto_704,640.40,47,"7"
3187,Produto_8818,Descrição do Produto_8818,18.47,95,"10"
3188,Produto_494,Descrição do Produto_494,586.54,32,"6"
3189,Produto_6048,Descrição do Produto_6048,548.42,70,"9"
3190,Produto_3015,Descrição do Produto_3015,651.07,87,"8"
3191,Produto_9327,Descrição do Produto_9327,530.68,70,"10"
3192,Produto_3599,Descrição do Produto_3599,995.97,77,"8"
3193,Produto_1421,Descrição do Produto_1421,826.45,41,"6"
3194,Produto_5865,Descrição do Produto_5865,234.22,84,"7"
3195,Produto_5967,Descrição do Produto_5967,40.54,30,"2"
3196,Produto_4577,Descrição do Produto_4577,565.43,72,"5"
3197,Produto_7106,Descrição do Produto_7106,674.28,89,"2"
3198,Produto_1736,Descrição do Produto_1736,278.64,62,"5"
3199,Produto_4282,Descrição do Produto_4282,275.57,62,"3"
3200,Produto_844,Descrição do Produto_844,356.49,91,"3"
3201,Produto_3523,Descrição do Produto_3523,204.90,36,"3"
3202,Produto_4846,Descrição do Produto_4846,317.10,81,"3"
3203,Produto_8060,Descrição do Produto_8060,846.87,95,"4"
3204,Produto_6944,Descrição do Produto_6944,598.14,85,"9"
3205,Produto_8798,Descrição do Produto_8798,139.93,51,"6"
3206,Produto_8788,Descrição do Produto_8788,288.32,53,"6"
3207,Produto_9670,Descrição do Produto_9670,764.76,68,"2"
3208,Produto_3990,Descrição do Produto_3990,93.56,83,"10"
3209,Produto_685,Descrição do Produto_685,457.75,57,"5"
3210,Produto_9856,Descrição do Produto_9856,482.93,81,"2"
3211,Produto_1021,Descrição do Produto_1021,227.36,87,"5"
3212,Produto_4384,Descrição do Produto_4384,141.87,13,"10"
3213,Produto_4178,Descrição do Produto_4178,312.04,63,"3"
3214,Produto_292,Descrição do Produto_292,380.32,2,"3"
3215,Produto_2675,Descrição do Produto_2675,252.17,53,"7"
3216,Produto_7966,Descrição do Produto_7966,374.97,3,"1"
3217,Produto_2553,Descrição do Produto_2553,149.43,23,"10"
3218,Produto_7844,Descrição do Produto_7844,83.96,47,"8"
3219,Produto_4288,Descrição do Produto_4288,277.82,27,"1"
3220,Produto_519,Descrição do Produto_519,421.32,12,"8"
3221,Produto_1717,Descrição do Produto_1717,768.92,93,"1"
3222,Produto_1073,Descrição do Produto_1073,653.00,9,"1"
3223,Produto_2391,Descrição do Produto_2391,66.80,17,"2"
3224,Produto_2489,Descrição do Produto_2489,655.33,36,"5"
3225,Produto_6837,Descrição do Produto_6837,973.76,19,"4"
3226,Produto_7266,Descrição do Produto_7266,196.66,48,"7"
3227,Produto_5678,Descrição do Produto_5678,106.48,63,"3"
3228,Produto_9929,Descrição do Produto_9929,714.51,59,"8"
3229,Produto_9497,Descrição do Produto_9497,228.35,97,"5"
3230,Produto_8560,Descrição do Produto_8560,479.53,18,"5"
3231,Produto_7176,Descrição do Produto_7176,166.67,31,"3"
3232,Produto_2496,Descrição do Produto_2496,706.00,53,"1"
3233,Produto_5908,Descrição do Produto_5908,61.82,64,"4"
3234,Produto_2469,Descrição do Produto_2469,916.94,43,"7"
3235,Produto_2699,Descrição do Produto_2699,71.54,64,"2"
3236,Produto_7999,Descrição do Produto_7999,438.42,100,"3"
3237,Produto_616,Descrição do Produto_616,704.07,33,"3"
3238,Produto_7400,Descrição do Produto_7400,57.37,87,"8"
3239,Produto_2648,Descrição do Produto_2648,628.10,44,"5"
3240,Produto_7913,Descrição do Produto_7913,423.98,26,"10"
3241,Produto_3873,Descrição do Produto_3873,437.13,89,"4"
3242,Produto_364,Descrição do Produto_364,787.28,55,"4"
3243,Produto_9331,Descrição do Produto_9331,910.76,4,"10"
3244,Produto_4474,Descrição do Produto_4474,207.37,75,"10"
3245,Produto_4248,Descrição do Produto_4248,556.26,86,"1"
3246,Produto_5087,Descrição do Produto_5087,319.49,37,"2"
3247,Produto_9205,Descrição do Produto_9205,30.40,72,"4"
3248,Produto_1276,Descrição do Produto_1276,93.06,1,"10"
3249,Produto_5140,Descrição do Produto_5140,203.90,9,"7"
3250,Produto_109,Descrição do Produto_109,590.44,14,"9"
3251,Produto_6158,Descrição do Produto_6158,904.56,77,"3"
3252,Produto_8148,Descrição do Produto_8148,641.12,58,"2"
3253,Produto_3718,Descrição do Produto_3718,470.62,29,"10"
3254,Produto_7112,Descrição do Produto_7112,390.25,30,"2"
3255,Produto_9378,Descrição do Produto_9378,297.22,77,"8"
3256,Produto_2049,Descrição do Produto_2049,594.88,21,"1"
3257,Produto_310,Descrição do Produto_310,323.95,91,"3"
3258,Produto_5216,Descrição do Produto_5216,154.93,94,"3"
3259,Produto_3340,Descrição do Produto_3340,21.71,83,"6"
3260,Produto_2529,Descrição do Produto_2529,222.77,76,"5"
3261,Produto_1898,Descrição do Produto_1898,324.70,27,"4"
3262,Produto_3650,Descrição do Produto_3650,761.24,33,"8"
3263,Produto_7777,Descrição do Produto_7777,493.25,81,"8"
3264,Produto_2695,Descrição do Produto_2695,629.59,15,"6"
3265,Produto_5102,Descrição do Produto_5102,761.95,15,"10"
3266,Produto_1665,Descrição do Produto_1665,432.45,21,"8"
3267,Produto_8483,Descrição do Produto_8483,592.83,99,"5"
3268,Produto_5615,Descrição do Produto_5615,728.33,41,"9"
3269,Produto_8393,Descrição do Produto_8393,440.45,45,"5"
3270,Produto_9262,Descrição do Produto_9262,971.38,11,"5"
3271,Produto_8984,Descrição do Produto_8984,615.40,19,"2"
3272,Produto_5630,Descrição do Produto_5630,85.52,32,"6"
3273,Produto_2225,Descrição do Produto_2225,338.59,95,"7"
3274,Produto_7534,Descrição do Produto_7534,72.63,25,"8"
3275,Produto_5149,Descrição do Produto_5149,456.36,77,"1"
3276,Produto_7284,Descrição do Produto_7284,135.02,45,"2"
3277,Produto_643,Descrição do Produto_643,899.35,78,"3"
3278,Produto_5142,Descrição do Produto_5142,351.86,5,"10"
3279,Produto_8763,Descrição do Produto_8763,76.56,13,"9"
3280,Produto_6415,Descrição do Produto_6415,894.48,17,"1"
3281,Produto_4948,Descrição do Produto_4948,995.37,22,"2"
3282,Produto_6290,Descrição do Produto_6290,660.91,87,"5"
3283,Produto_3941,Descrição do Produto_3941,214.67,33,"5"
3284,Produto_2327,Descrição do Produto_2327,239.08,24,"9"
3285,Produto_3643,Descrição do Produto_3643,435.06,21,"1"
3286,Produto_6899,Descrição do Produto_6899,684.05,98,"9"
3287,Produto_2087,Descrição do Produto_2087,402.23,12,"9"
3288,Produto_250,Descrição do Produto_250,149.18,84,"7"
3289,Produto_5736,Descrição do Produto_5736,960.20,53,"4"
3290,Produto_5484,Descrição do Produto_5484,902.19,15,"4"
3291,Produto_9328,Descrição do Produto_9328,187.71,85,"10"
3292,Produto_8065,Descrição do Produto_8065,366.48,24,"7"
3293,Produto_1354,Descrição do Produto_1354,157.19,52,"10"
3294,Produto_7313,Descrição do Produto_7313,708.36,77,"4"
3295,Produto_7247,Descrição do Produto_7247,169.15,89,"2"
3296,Produto_8298,Descrição do Produto_8298,397.66,54,"9"
3297,Produto_9712,Descrição do Produto_9712,803.97,81,"8"
3298,Produto_2320,Descrição do Produto_2320,236.34,84,"9"
3299,Produto_6024,Descrição do Produto_6024,483.53,77,"7"
3300,Produto_6446,Descrição do Produto_6446,144.96,65,"2"
3301,Produto_6236,Descrição do Produto_6236,264.11,15,"9"
3302,Produto_686,Descrição do Produto_686,913.05,54,"3"
3303,Produto_4102,Descrição do Produto_4102,68.24,76,"4"
3304,Produto_6730,Descrição do Produto_6730,768.66,27,"10"
3305,Produto_8641,Descrição do Produto_8641,350.01,99,"5"
3306,Produto_2965,Descrição do Produto_2965,431.94,100,"5"
3307,Produto_264,Descrição do Produto_264,538.99,3,"1"
3308,Produto_5500,Descrição do Produto_5500,238.64,20,"4"
3309,Produto_1237,Descrição do Produto_1237,494.41,50,"4"
3310,Produto_6110,Descrição do Produto_6110,400.88,68,"8"
3311,Produto_4219,Descrição do Produto_4219,25.08,84,"5"
3312,Produto_6504,Descrição do Produto_6504,476.31,34,"7"
3313,Produto_7144,Descrição do Produto_7144,254.47,20,"10"
3314,Produto_7428,Descrição do Produto_7428,473.67,10,"10"
3315,Produto_9181,Descrição do Produto_9181,327.53,25,"1"
3316,Produto_4065,Descrição do Produto_4065,889.42,19,"1"
3317,Produto_2755,Descrição do Produto_2755,439.76,34,"3"
3318,Produto_7756,Descrição do Produto_7756,198.53,18,"6"
3319,Produto_7685,Descrição do Produto_7685,63.95,58,"3"
3320,Produto_4005,Descrição do Produto_4005,16.89,73,"10"
3321,Produto_4780,Descrição do Produto_4780,834.89,91,"9"
3322,Produto_6226,Descrição do Produto_6226,993.67,1,"8"
3323,Produto_8478,Descrição do Produto_8478,501.99,96,"10"
3324,Produto_3989,Descrição do Produto_3989,453.60,26,"10"
3325,Produto_9356,Descrição do Produto_9356,855.75,99,"9"
3326,Produto_4607,Descrição do Produto_4607,770.67,40,"1"
3327,Produto_662,Descrição do Produto_662,257.04,15,"8"
3328,Produto_6462,Descrição do Produto_6462,92.64,68,"9"
3329,Produto_8788,Descrição do Produto_8788,622.44,52,"5"
3330,Produto_6587,Descrição do Produto_6587,14.13,17,"7"
3331,Produto_4178,Descrição do Produto_4178,307.09,55,"8"
3332,Produto_7125,Descrição do Produto_7125,260.69,50,"6"
3333,Produto_1199,Descrição do Produto_1199,187.54,19,"1"
3334,Produto_6619,Descrição do Produto_6619,552.96,12,"2"
3335,Produto_37,Descrição do Produto_37,636.03,86,"3"
3336,Produto_1940,Descrição do Produto_1940,166.07,52,"10"
3337,Produto_1318,Descrição do Produto_1318,325.71,35,"6"
3338,Produto_2602,Descrição do Produto_2602,44.89,45,"5"
3339,Produto_3875,Descrição do Produto_3875,20.56,99,"6"
3340,Produto_8204,Descrição do Produto_8204,602.77,84,"5"
3341,Produto_4137,Descrição do Produto_4137,528.09,32,"7"
3342,Produto_9063,Descrição do Produto_9063,957.87,40,"4"
3343,Produto_4550,Descrição do Produto_4550,583.92,3,"9"
3344,Produto_8382,Descrição do Produto_8382,802.57,6,"7"
3345,Produto_7488,Descrição do Produto_7488,183.68,27,"2"
3346,Produto_5650,Descrição do Produto_5650,106.17,47,"4"
3347,Produto_9955,Descrição do Produto_9955,139.52,73,"6"
3348,Produto_9581,Descrição do Produto_9581,334.60,44,"5"
3349,Produto_3045,Descrição do Produto_3045,201.18,47,"4"
3350,Produto_8487,Descrição do Produto_8487,625.77,71,"6"
3351,Produto_9734,Descrição do Produto_9734,130.58,7,"8"
3352,Produto_7579,Descrição do Produto_7579,858.00,82,"6"
3353,Produto_1266,Descrição do Produto_1266,94.58,96,"9"
3354,Produto_1725,Descrição do Produto_1725,952.88,74,"7"
